bank,hospital,house,school,supermarket
50.0,26.0,215.0,101.0,5.0
107.0,24.0,265.0,99.0,18.0
69.0,7.0,181.0,77.0,8.0
26.0,4.0,92.0,40.0,2.0
10.0,3.0,8.0,19.0,2.0
10.0,3.0,11.0,21.0,2.0
14.0,5.0,31.0,30.0,0.0
35.0,12.0,127.0,87.0,3.0
55.0,21.0,179.0,81.0,5.0
34.0,6.0,122.0,74.0,4.0
27.0,16.0,74.0,72.0,2.0
30.0,19.0,99.0,91.0,2.0
15.0,9.0,20.0,33.0,0.0
7.0,5.0,26.0,35.0,0.0
8.0,3.0,10.0,17.0,0.0
8.0,3.0,8.0,17.0,0.0
8.0,3.0,10.0,19.0,0.0
8.0,3.0,9.0,22.0,0.0
24.0,7.0,46.0,71.0,10.0
9.0,3.0,23.0,50.0,2.0
7.0,3.0,3.0,9.0,0.0
5.0,0.0,7.0,2.0,0.0
27.0,6.0,37.0,27.0,3.0
18.0,4.0,54.0,25.0,1.0
6.0,3.0,3.0,8.0,0.0
8.0,6.0,6.0,9.0,2.0
7.0,3.0,2.0,7.0,1.0
5.0,1.0,14.0,5.0,0.0
17.0,3.0,40.0,24.0,4.0
35.0,12.0,38.0,65.0,7.0
20.0,10.0,12.0,38.0,3.0
18.0,5.0,19.0,34.0,3.0
20.0,4.0,35.0,31.0,3.0
26.0,5.0,50.0,39.0,9.0
22.0,3.0,34.0,27.0,5.0
6.0,1.0,6.0,6.0,1.0
9.0,2.0,2.0,12.0,0.0
5.0,3.0,1.0,9.0,0.0
6.0,2.0,16.0,16.0,2.0
25.0,8.0,25.0,35.0,4.0
7.0,7.0,7.0,27.0,1.0
20.0,5.0,31.0,25.0,5.0
12.0,2.0,15.0,15.0,3.0
5.0,3.0,11.0,14.0,1.0
6.0,2.0,0.0,10.0,1.0
6.0,1.0,4.0,10.0,2.0
19.0,7.0,34.0,44.0,5.0
20.0,8.0,41.0,62.0,5.0
11.0,2.0,7.0,21.0,2.0
11.0,2.0,5.0,19.0,2.0
5.0,1.0,1.0,2.0,0.0
5.0,1.0,1.0,1.0,0.0
5.0,1.0,1.0,3.0,0.0
5.0,1.0,1.0,9.0,0.0
5.0,1.0,1.0,4.0,0.0
9.0,1.0,7.0,10.0,3.0
5.0,3.0,13.0,6.0,2.0
14.0,4.0,13.0,13.0,0.0
23.0,6.0,22.0,23.0,3.0
9.0,3.0,15.0,9.0,3.0
20.0,4.0,34.0,18.0,6.0
20.0,3.0,33.0,21.0,7.0
6.0,1.0,0.0,12.0,0.0
5.0,1.0,0.0,3.0,0.0
7.0,2.0,15.0,11.0,1.0
6.0,1.0,10.0,8.0,1.0
11.0,2.0,20.0,7.0,3.0
8.0,1.0,21.0,10.0,5.0
6.0,1.0,0.0,13.0,0.0
6.0,0.0,0.0,4.0,0.0
28.0,4.0,89.0,50.0,3.0
51.0,9.0,106.0,65.0,13.0
33.0,8.0,75.0,48.0,10.0
7.0,2.0,50.0,20.0,1.0
9.0,0.0,19.0,12.0,2.0
36.0,6.0,47.0,39.0,12.0
17.0,7.0,31.0,25.0,4.0
6.0,0.0,10.0,7.0,1.0
16.0,3.0,11.0,27.0,5.0
14.0,6.0,17.0,30.0,4.0
9.0,5.0,3.0,23.0,2.0
18.0,3.0,15.0,21.0,3.0
15.0,5.0,12.0,20.0,3.0
11.0,1.0,7.0,11.0,1.0
24.0,4.0,24.0,26.0,3.0
7.0,0.0,14.0,12.0,1.0
5.0,3.0,1.0,6.0,0.0
5.0,3.0,1.0,4.0,0.0
9.0,3.0,8.0,20.0,1.0
7.0,5.0,13.0,19.0,1.0
10.0,5.0,4.0,39.0,2.0
9.0,5.0,4.0,38.0,1.0
17.0,6.0,15.0,20.0,3.0
15.0,4.0,12.0,23.0,3.0
11.0,4.0,6.0,15.0,2.0
5.0,3.0,1.0,3.0,0.0
7.0,1.0,1.0,11.0,0.0
7.0,1.0,1.0,9.0,0.0
20.0,6.0,10.0,25.0,2.0
14.0,4.0,12.0,15.0,2.0
5.0,2.0,1.0,2.0,0.0
5.0,2.0,1.0,2.0,0.0
18.0,3.0,15.0,32.0,4.0
16.0,2.0,10.0,20.0,3.0
7.0,0.0,0.0,7.0,0.0
7.0,1.0,0.0,4.0,0.0
16.0,4.0,17.0,30.0,1.0
21.0,7.0,21.0,35.0,3.0
14.0,6.0,8.0,27.0,1.0
10.0,4.0,11.0,12.0,2.0
10.0,2.0,10.0,21.0,3.0
6.0,1.0,10.0,12.0,3.0
11.0,4.0,11.0,25.0,3.0
11.0,5.0,6.0,12.0,1.0
17.0,3.0,15.0,17.0,2.0
21.0,4.0,20.0,16.0,3.0
8.0,1.0,3.0,13.0,0.0
8.0,1.0,7.0,11.0,1.0
10.0,7.0,2.0,7.0,3.0
11.0,7.0,6.0,13.0,2.0
13.0,5.0,9.0,23.0,3.0
5.0,0.0,3.0,9.0,2.0
23.0,5.0,16.0,20.0,3.0
26.0,6.0,27.0,24.0,3.0
18.0,3.0,17.0,14.0,2.0
22.0,4.0,32.0,25.0,3.0
9.0,2.0,5.0,11.0,2.0
7.0,0.0,6.0,14.0,4.0
10.0,3.0,14.0,19.0,7.0
22.0,6.0,64.0,51.0,9.0
7.0,3.0,26.0,18.0,1.0
6.0,4.0,11.0,11.0,1.0
9.0,10.0,13.0,8.0,1.0
7.0,3.0,56.0,34.0,1.0
17.0,17.0,11.0,20.0,1.0
11.0,13.0,6.0,22.0,1.0
6.0,2.0,6.0,7.0,5.0
11.0,5.0,10.0,13.0,7.0
5.0,2.0,3.0,7.0,2.0
5.0,2.0,3.0,6.0,1.0
5.0,4.0,8.0,5.0,0.0
5.0,4.0,7.0,6.0,0.0
19.0,9.0,47.0,33.0,6.0
15.0,8.0,53.0,25.0,7.0
6.0,0.0,1.0,4.0,2.0
6.0,4.0,23.0,17.0,1.0
8.0,4.0,40.0,22.0,1.0
12.0,3.0,17.0,23.0,1.0
12.0,3.0,31.0,20.0,4.0
7.0,3.0,55.0,42.0,2.0
6.0,1.0,38.0,26.0,1.0
33.0,11.0,89.0,54.0,4.0
23.0,5.0,41.0,40.0,3.0
12.0,0.0,41.0,14.0,1.0
29.0,3.0,124.0,64.0,6.0
27.0,5.0,125.0,69.0,5.0
8.0,2.0,30.0,18.0,1.0
39.0,15.0,133.0,70.0,5.0
67.0,22.0,182.0,82.0,8.0
60.0,18.0,182.0,95.0,10.0
25.0,15.0,87.0,91.0,4.0
9.0,2.0,10.0,6.0,2.0
10.0,3.0,49.0,33.0,2.0
5.0,2.0,10.0,9.0,1.0
9.0,3.0,40.0,42.0,0.0
77.0,17.0,214.0,98.0,5.0
127.0,35.0,309.0,127.0,18.0
84.0,30.0,255.0,238.0,9.0
40.0,15.0,113.0,122.0,1.0
10.0,2.0,7.0,5.0,0.0
16.0,5.0,16.0,12.0,2.0
6.0,2.0,9.0,6.0,2.0
27.0,7.0,88.0,31.0,0.0
105.0,23.0,204.0,93.0,17.0
72.0,15.0,142.0,111.0,3.0
23.0,4.0,48.0,69.0,0.0
7.0,2.0,25.0,20.0,0.0
47.0,10.0,120.0,59.0,4.0
37.0,4.0,76.0,69.0,5.0
27.0,9.0,63.0,60.0,2.0
37.0,9.0,108.0,81.0,3.0
19.0,6.0,53.0,52.0,0.0
25.0,8.0,98.0,71.0,0.0
6.0,5.0,2.0,15.0,2.0
6.0,1.0,10.0,15.0,1.0
10.0,7.0,17.0,17.0,3.0
12.0,9.0,15.0,23.0,3.0
7.0,4.0,18.0,25.0,3.0
10.0,4.0,23.0,26.0,2.0
12.0,9.0,19.0,7.0,2.0
12.0,10.0,23.0,12.0,2.0
24.0,7.0,34.0,41.0,2.0
21.0,7.0,37.0,38.0,2.0
7.0,9.0,6.0,17.0,1.0
21.0,14.0,28.0,23.0,6.0
14.0,6.0,25.0,15.0,5.0
11.0,8.0,12.0,13.0,2.0
12.0,8.0,22.0,22.0,2.0
5.0,4.0,7.0,3.0,2.0
5.0,5.0,8.0,5.0,2.0
6.0,1.0,13.0,11.0,0.0
11.0,6.0,7.0,17.0,3.0
17.0,5.0,15.0,34.0,1.0
17.0,5.0,9.0,24.0,1.0
11.0,2.0,33.0,24.0,1.0
24.0,3.0,29.0,41.0,6.0
39.0,7.0,64.0,67.0,8.0
7.0,4.0,22.0,22.0,1.0
16.0,2.0,15.0,19.0,2.0
5.0,0.0,1.0,5.0,0.0
7.0,1.0,3.0,5.0,1.0
9.0,2.0,5.0,6.0,1.0
7.0,0.0,0.0,8.0,0.0
5.0,0.0,0.0,8.0,0.0
16.0,6.0,7.0,16.0,1.0
16.0,6.0,8.0,19.0,1.0
11.0,5.0,8.0,6.0,2.0
12.0,5.0,7.0,7.0,2.0
9.0,3.0,6.0,8.0,1.0
12.0,5.0,7.0,10.0,1.0
5.0,1.0,2.0,2.0,1.0
5.0,3.0,6.0,7.0,2.0
16.0,7.0,18.0,18.0,5.0
7.0,4.0,9.0,9.0,3.0
16.0,6.0,25.0,22.0,6.0
8.0,2.0,11.0,12.0,3.0
12.0,1.0,4.0,7.0,5.0
14.0,3.0,9.0,12.0,7.0
5.0,11.0,22.0,10.0,1.0
14.0,3.0,7.0,12.0,7.0
13.0,7.0,4.0,16.0,1.0
13.0,7.0,6.0,16.0,1.0
13.0,10.0,20.0,16.0,2.0
13.0,8.0,19.0,20.0,2.0
14.0,15.0,36.0,23.0,3.0
13.0,9.0,32.0,19.0,3.0
9.0,3.0,4.0,10.0,0.0
5.0,1.0,0.0,12.0,1.0
5.0,1.0,0.0,10.0,1.0
16.0,10.0,10.0,16.0,3.0
9.0,6.0,7.0,4.0,1.0
15.0,7.0,15.0,22.0,5.0
16.0,7.0,16.0,31.0,6.0
25.0,9.0,17.0,39.0,1.0
34.0,15.0,35.0,73.0,2.0
9.0,4.0,14.0,32.0,1.0
16.0,10.0,13.0,21.0,4.0
14.0,9.0,12.0,12.0,3.0
6.0,5.0,7.0,14.0,4.0
5.0,2.0,9.0,13.0,2.0
5.0,2.0,4.0,15.0,0.0
8.0,7.0,25.0,35.0,0.0
12.0,4.0,15.0,18.0,3.0
6.0,1.0,7.0,5.0,1.0
13.0,4.0,18.0,14.0,4.0
6.0,3.0,6.0,6.0,2.0
5.0,0.0,3.0,7.0,0.0
9.0,6.0,12.0,13.0,0.0
14.0,10.0,11.0,16.0,1.0
12.0,11.0,12.0,14.0,1.0
12.0,10.0,12.0,13.0,1.0
8.0,2.0,7.0,16.0,2.0
11.0,3.0,12.0,18.0,3.0
24.0,9.0,28.0,19.0,3.0
31.0,15.0,57.0,46.0,3.0
5.0,6.0,25.0,19.0,0.0
28.0,5.0,34.0,36.0,4.0
24.0,5.0,41.0,34.0,3.0
5.0,1.0,16.0,9.0,0.0
13.0,6.0,37.0,23.0,6.0
11.0,12.0,34.0,23.0,6.0
6.0,6.0,9.0,14.0,1.0
12.0,8.0,21.0,23.0,2.0
24.0,4.0,24.0,29.0,4.0
29.0,6.0,41.0,43.0,8.0
5.0,4.0,11.0,9.0,3.0
9.0,1.0,63.0,22.0,4.0
25.0,3.0,65.0,33.0,11.0
18.0,6.0,35.0,24.0,8.0
8.0,3.0,8.0,6.0,3.0
8.0,4.0,8.0,6.0,3.0
8.0,3.0,3.0,5.0,1.0
7.0,8.0,66.0,32.0,0.0
19.0,13.0,133.0,40.0,0.0
30.0,21.0,138.0,60.0,2.0
24.0,15.0,78.0,52.0,1.0
11.0,7.0,44.0,13.0,0.0
9.0,3.0,15.0,10.0,1.0
27.0,14.0,26.0,24.0,3.0
29.0,13.0,33.0,30.0,4.0
37.0,26.0,128.0,82.0,17.0
88.0,52.0,289.0,146.0,22.0
71.0,54.0,267.0,155.0,10.0
38.0,38.0,160.0,99.0,3.0
23.0,18.0,105.0,50.0,0.0
8.0,5.0,11.0,15.0,0.0
5.0,2.0,7.0,7.0,0.0
9.0,3.0,6.0,5.0,0.0
20.0,17.0,53.0,47.0,14.0
44.0,28.0,132.0,94.0,21.0
33.0,33.0,135.0,117.0,4.0
15.0,27.0,68.0,75.0,1.0
14.0,7.0,18.0,22.0,0.0
16.0,4.0,24.0,23.0,0.0
5.0,6.0,14.0,7.0,0.0
6.0,5.0,11.0,7.0,1.0
12.0,10.0,24.0,14.0,3.0
20.0,11.0,44.0,26.0,4.0
6.0,7.0,9.0,31.0,0.0
22.0,18.0,41.0,19.0,7.0
23.0,22.0,61.0,30.0,7.0
7.0,4.0,10.0,10.0,0.0
11.0,3.0,14.0,10.0,1.0
16.0,8.0,28.0,17.0,1.0
23.0,13.0,49.0,25.0,3.0
6.0,8.0,18.0,15.0,1.0
5.0,1.0,9.0,7.0,0.0
23.0,10.0,29.0,30.0,3.0
22.0,9.0,21.0,28.0,2.0
24.0,9.0,26.0,24.0,1.0
25.0,9.0,27.0,28.0,1.0
5.0,2.0,14.0,10.0,0.0
5.0,1.0,10.0,13.0,0.0
6.0,8.0,14.0,12.0,1.0
6.0,6.0,11.0,8.0,0.0
21.0,13.0,20.0,28.0,2.0
14.0,8.0,8.0,18.0,1.0
5.0,7.0,4.0,6.0,0.0
18.0,11.0,11.0,25.0,3.0
7.0,4.0,8.0,22.0,2.0
10.0,5.0,16.0,30.0,0.0
21.0,14.0,31.0,62.0,3.0
10.0,8.0,27.0,37.0,2.0
5.0,5.0,10.0,19.0,1.0
13.0,8.0,5.0,13.0,2.0
5.0,1.0,3.0,11.0,0.0
5.0,10.0,13.0,30.0,0.0
20.0,13.0,26.0,51.0,3.0
10.0,7.0,21.0,35.0,2.0
15.0,8.0,26.0,9.0,2.0
16.0,11.0,30.0,12.0,2.0
5.0,5.0,18.0,15.0,0.0
5.0,4.0,15.0,5.0,0.0
5.0,4.0,44.0,9.0,1.0
28.0,16.0,84.0,43.0,3.0
22.0,14.0,41.0,47.0,3.0
13.0,2.0,8.0,13.0,0.0
10.0,2.0,2.0,7.0,0.0
9.0,4.0,8.0,15.0,2.0
13.0,4.0,12.0,14.0,4.0
10.0,2.0,8.0,11.0,0.0
7.0,2.0,6.0,4.0,0.0
31.0,6.0,41.0,36.0,9.0
32.0,8.0,39.0,32.0,9.0
7.0,3.0,22.0,7.0,0.0
6.0,1.0,11.0,9.0,2.0
10.0,7.0,36.0,8.0,0.0
31.0,14.0,78.0,22.0,1.0
24.0,12.0,63.0,24.0,1.0
5.0,9.0,23.0,17.0,1.0
7.0,4.0,16.0,16.0,3.0
5.0,4.0,31.0,6.0,1.0
5.0,4.0,23.0,5.0,1.0
8.0,4.0,7.0,10.0,0.0
5.0,2.0,3.0,4.0,0.0
14.0,3.0,36.0,26.0,1.0
20.0,10.0,44.0,33.0,5.0
10.0,10.0,23.0,23.0,4.0
6.0,3.0,16.0,11.0,1.0
17.0,17.0,27.0,29.0,1.0
24.0,18.0,63.0,46.0,2.0
5.0,2.0,3.0,3.0,1.0
21.0,26.0,69.0,27.0,3.0
10.0,11.0,28.0,12.0,1.0
25.0,19.0,59.0,26.0,0.0
20.0,16.0,48.0,18.0,0.0
15.0,12.0,34.0,23.0,1.0
6.0,0.0,20.0,6.0,0.0
5.0,1.0,0.0,6.0,0.0
5.0,1.0,0.0,7.0,0.0
5.0,4.0,5.0,4.0,1.0
5.0,4.0,5.0,5.0,1.0
9.0,17.0,58.0,19.0,1.0
35.0,45.0,114.0,48.0,4.0
25.0,26.0,58.0,26.0,2.0
15.0,7.0,35.0,13.0,0.0
5.0,8.0,18.0,6.0,0.0
10.0,6.0,12.0,8.0,3.0
17.0,6.0,13.0,11.0,6.0
17.0,19.0,40.0,37.0,7.0
25.0,15.0,51.0,45.0,10.0
15.0,5.0,11.0,11.0,4.0
12.0,5.0,14.0,21.0,5.0
17.0,16.0,47.0,38.0,8.0
30.0,19.0,79.0,66.0,11.0
15.0,8.0,41.0,29.0,4.0
19.0,5.0,33.0,18.0,3.0
26.0,11.0,53.0,33.0,1.0
22.0,22.0,55.0,37.0,5.0
23.0,16.0,50.0,23.0,5.0
25.0,5.0,51.0,28.0,5.0
39.0,11.0,82.0,35.0,5.0
5.0,6.0,26.0,12.0,1.0
8.0,1.0,7.0,9.0,3.0
8.0,1.0,7.0,9.0,3.0
26.0,17.0,65.0,35.0,8.0
36.0,20.0,108.0,28.0,8.0
15.0,8.0,61.0,6.0,1.0
5.0,2.0,0.0,5.0,1.0
5.0,2.0,0.0,4.0,1.0
5.0,1.0,2.0,4.0,1.0
7.0,1.0,3.0,3.0,3.0
22.0,5.0,44.0,17.0,5.0
12.0,4.0,34.0,12.0,2.0
19.0,15.0,94.0,29.0,3.0
20.0,19.0,97.0,29.0,4.0
6.0,1.0,0.0,5.0,1.0
6.0,1.0,0.0,5.0,1.0
36.0,11.0,77.0,33.0,5.0
27.0,10.0,57.0,24.0,5.0
18.0,11.0,80.0,20.0,3.0
25.0,13.0,95.0,25.0,5.0
6.0,2.0,24.0,6.0,0.0
27.0,8.0,110.0,20.0,5.0
40.0,18.0,142.0,37.0,8.0
11.0,10.0,51.0,16.0,4.0
20.0,12.0,38.0,18.0,10.0
5.0,6.0,5.0,13.0,0.0
5.0,4.0,9.0,14.0,0.0
12.0,5.0,54.0,17.0,0.0
27.0,10.0,118.0,17.0,2.0
35.0,14.0,141.0,25.0,6.0
10.0,5.0,55.0,11.0,0.0
20.0,6.0,44.0,25.0,10.0
29.0,16.0,67.0,33.0,16.0
12.0,6.0,45.0,21.0,2.0
32.0,13.0,89.0,41.0,19.0
21.0,6.0,49.0,33.0,17.0
24.0,12.0,73.0,39.0,4.0
27.0,13.0,107.0,42.0,4.0
7.0,4.0,64.0,18.0,0.0
7.0,6.0,33.0,9.0,1.0
5.0,2.0,32.0,19.0,4.0
6.0,4.0,32.0,20.0,5.0
26.0,15.0,66.0,37.0,8.0
9.0,10.0,47.0,32.0,4.0
11.0,4.0,12.0,12.0,0.0
12.0,4.0,14.0,13.0,0.0
19.0,11.0,61.0,29.0,5.0
18.0,10.0,71.0,26.0,5.0
5.0,0.0,3.0,3.0,2.0
6.0,1.0,3.0,3.0,2.0
10.0,2.0,4.0,3.0,0.0
10.0,4.0,19.0,6.0,1.0
10.0,4.0,17.0,8.0,1.0
13.0,3.0,16.0,14.0,1.0
27.0,6.0,50.0,24.0,2.0
17.0,4.0,45.0,14.0,1.0
14.0,4.0,40.0,13.0,2.0
13.0,4.0,38.0,14.0,2.0
12.0,3.0,11.0,14.0,1.0
18.0,5.0,34.0,19.0,2.0
11.0,4.0,34.0,9.0,0.0
7.0,3.0,17.0,6.0,2.0
5.0,1.0,15.0,10.0,1.0
5.0,1.0,6.0,5.0,0.0
5.0,1.0,6.0,6.0,0.0
6.0,2.0,7.0,3.0,1.0
6.0,2.0,7.0,4.0,1.0
6.0,2.0,4.0,1.0,1.0
6.0,2.0,5.0,1.0,1.0
14.0,3.0,13.0,11.0,3.0
11.0,3.0,9.0,4.0,3.0
5.0,1.0,6.0,4.0,0.0
5.0,1.0,3.0,1.0,1.0
15.0,4.0,45.0,15.0,6.0
19.0,8.0,27.0,39.0,8.0
17.0,5.0,19.0,9.0,4.0
11.0,5.0,8.0,2.0,1.0
6.0,3.0,4.0,6.0,1.0
5.0,3.0,9.0,6.0,1.0
5.0,3.0,9.0,5.0,1.0
6.0,1.0,49.0,4.0,1.0
31.0,9.0,107.0,29.0,8.0
24.0,9.0,44.0,45.0,8.0
5.0,1.0,12.0,1.0,2.0
5.0,4.0,2.0,6.0,0.0
7.0,4.0,9.0,9.0,0.0
6.0,3.0,8.0,7.0,0.0
5.0,6.0,20.0,13.0,0.0
31.0,12.0,59.0,32.0,11.0
6.0,4.0,18.0,6.0,2.0
6.0,4.0,18.0,6.0,2.0
18.0,9.0,45.0,34.0,6.0
33.0,11.0,87.0,59.0,7.0
6.0,4.0,19.0,7.0,0.0
29.0,12.0,72.0,32.0,11.0
21.0,10.0,73.0,25.0,3.0
44.0,14.0,152.0,56.0,7.0
7.0,1.0,44.0,11.0,3.0
7.0,3.0,3.0,6.0,2.0
6.0,0.0,2.0,3.0,2.0
5.0,5.0,19.0,7.0,0.0
14.0,5.0,59.0,10.0,3.0
6.0,0.0,1.0,2.0,1.0
13.0,2.0,17.0,11.0,0.0
13.0,1.0,15.0,11.0,0.0
6.0,0.0,4.0,3.0,1.0
6.0,0.0,5.0,3.0,1.0
5.0,1.0,2.0,5.0,1.0
9.0,3.0,7.0,12.0,2.0
5.0,3.0,4.0,5.0,1.0
12.0,7.0,50.0,13.0,4.0
40.0,17.0,91.0,42.0,8.0
23.0,5.0,43.0,25.0,4.0
5.0,7.0,14.0,7.0,1.0
9.0,9.0,28.0,16.0,2.0
12.0,3.0,25.0,12.0,1.0
11.0,2.0,3.0,8.0,1.0
7.0,3.0,6.0,10.0,1.0
13.0,7.0,43.0,10.0,6.0
32.0,14.0,78.0,27.0,7.0
11.0,3.0,26.0,4.0,2.0
10.0,4.0,26.0,16.0,1.0
8.0,4.0,23.0,18.0,0.0
6.0,5.0,23.0,12.0,0.0
7.0,2.0,56.0,14.0,0.0
12.0,6.0,60.0,18.0,0.0
12.0,8.0,32.0,17.0,0.0
10.0,2.0,4.0,4.0,1.0
6.0,1.0,11.0,1.0,1.0
6.0,1.0,11.0,3.0,1.0
11.0,6.0,15.0,14.0,2.0
10.0,6.0,13.0,12.0,2.0
11.0,4.0,59.0,22.0,0.0
16.0,5.0,67.0,18.0,0.0
8.0,5.0,42.0,15.0,0.0
56.0,29.0,114.0,43.0,16.0
58.0,37.0,88.0,38.0,17.0
17.0,20.0,25.0,15.0,1.0
6.0,7.0,8.0,9.0,0.0
5.0,3.0,2.0,6.0,0.0
5.0,4.0,10.0,10.0,0.0
6.0,0.0,9.0,3.0,1.0
16.0,20.0,63.0,26.0,0.0
30.0,21.0,69.0,32.0,8.0
11.0,14.0,25.0,25.0,5.0
24.0,23.0,52.0,45.0,10.0
7.0,4.0,27.0,20.0,1.0
6.0,2.0,20.0,8.0,2.0
8.0,6.0,60.0,23.0,1.0
17.0,19.0,100.0,30.0,4.0
16.0,17.0,59.0,29.0,4.0
13.0,16.0,17.0,35.0,8.0
29.0,22.0,45.0,54.0,11.0
11.0,5.0,24.0,18.0,1.0
25.0,18.0,62.0,34.0,12.0
21.0,12.0,38.0,41.0,12.0
6.0,2.0,20.0,8.0,2.0
28.0,18.0,36.0,36.0,7.0
18.0,8.0,38.0,30.0,7.0
40.0,19.0,143.0,39.0,17.0
48.0,22.0,112.0,50.0,19.0
9.0,6.0,17.0,26.0,2.0
8.0,4.0,8.0,9.0,1.0
6.0,4.0,7.0,6.0,1.0
16.0,10.0,53.0,24.0,1.0
10.0,7.0,43.0,17.0,1.0
5.0,0.0,4.0,6.0,4.0
24.0,16.0,30.0,31.0,7.0
14.0,11.0,34.0,24.0,5.0
17.0,5.0,75.0,24.0,6.0
16.0,6.0,62.0,31.0,2.0
6.0,3.0,7.0,8.0,1.0
8.0,4.0,5.0,8.0,1.0
35.0,22.0,80.0,34.0,13.0
62.0,34.0,204.0,55.0,17.0
43.0,30.0,159.0,52.0,7.0
13.0,15.0,53.0,28.0,0.0
5.0,3.0,3.0,4.0,0.0
11.0,7.0,52.0,29.0,3.0
10.0,4.0,26.0,16.0,2.0
5.0,0.0,5.0,6.0,4.0
5.0,0.0,5.0,8.0,4.0
8.0,3.0,34.0,54.0,0.0
18.0,12.0,84.0,20.0,1.0
42.0,30.0,181.0,54.0,4.0
52.0,24.0,208.0,44.0,14.0
16.0,8.0,85.0,20.0,1.0
8.0,4.0,51.0,23.0,3.0
5.0,3.0,2.0,4.0,0.0
15.0,16.0,55.0,39.0,1.0
33.0,22.0,111.0,78.0,2.0
41.0,20.0,107.0,56.0,4.0
36.0,17.0,87.0,29.0,5.0
10.0,2.0,38.0,18.0,2.0
6.0,5.0,33.0,19.0,0.0
18.0,5.0,87.0,22.0,5.0
19.0,5.0,132.0,28.0,6.0
8.0,15.0,45.0,37.0,8.0
22.0,23.0,127.0,119.0,13.0
19.0,14.0,86.0,72.0,8.0
9.0,3.0,15.0,4.0,1.0
12.0,3.0,25.0,13.0,1.0
6.0,10.0,22.0,23.0,0.0
22.0,17.0,47.0,44.0,4.0
9.0,10.0,35.0,27.0,3.0
15.0,8.0,95.0,27.0,3.0
50.0,14.0,268.0,65.0,14.0
53.0,19.0,294.0,91.0,16.0
13.0,8.0,126.0,47.0,3.0
27.0,18.0,111.0,72.0,20.0
25.0,11.0,112.0,104.0,10.0
7.0,12.0,64.0,34.0,1.0
12.0,16.0,92.0,31.0,1.0
5.0,9.0,33.0,13.0,1.0
21.0,7.0,39.0,27.0,3.0
35.0,11.0,70.0,36.0,5.0
15.0,4.0,31.0,14.0,3.0
6.0,1.0,12.0,10.0,0.0
14.0,5.0,87.0,30.0,3.0
42.0,32.0,84.0,59.0,11.0
51.0,28.0,109.0,66.0,9.0
10.0,9.0,39.0,30.0,1.0
9.0,7.0,23.0,12.0,2.0
6.0,2.0,4.0,7.0,0.0
7.0,2.0,3.0,7.0,0.0
5.0,1.0,2.0,7.0,1.0
5.0,1.0,2.0,5.0,1.0
9.0,2.0,32.0,12.0,2.0
33.0,11.0,102.0,41.0,10.0
10.0,9.0,54.0,18.0,1.0
5.0,3.0,38.0,20.0,0.0
6.0,5.0,18.0,12.0,0.0
43.0,28.0,102.0,67.0,13.0
54.0,36.0,145.0,89.0,15.0
12.0,7.0,50.0,27.0,1.0
24.0,5.0,33.0,18.0,4.0
37.0,10.0,41.0,29.0,6.0
16.0,6.0,12.0,15.0,5.0
5.0,1.0,2.0,2.0,1.0
16.0,4.0,65.0,15.0,5.0
37.0,14.0,136.0,37.0,11.0
15.0,13.0,54.0,20.0,2.0
5.0,2.0,45.0,23.0,3.0
10.0,9.0,54.0,43.0,4.0
7.0,4.0,22.0,44.0,1.0
13.0,11.0,90.0,20.0,2.0
8.0,6.0,67.0,22.0,2.0
9.0,6.0,18.0,12.0,0.0
8.0,4.0,8.0,3.0,0.0
10.0,3.0,15.0,11.0,3.0
8.0,0.0,3.0,5.0,0.0
15.0,2.0,25.0,9.0,3.0
9.0,2.0,24.0,5.0,3.0
7.0,2.0,16.0,2.0,1.0
6.0,1.0,12.0,3.0,0.0
9.0,6.0,11.0,4.0,1.0
6.0,2.0,5.0,3.0,1.0
6.0,2.0,7.0,5.0,0.0
7.0,2.0,11.0,10.0,0.0
6.0,2.0,43.0,21.0,0.0
16.0,2.0,53.0,35.0,3.0
19.0,9.0,69.0,93.0,2.0
7.0,9.0,26.0,36.0,1.0
16.0,12.0,68.0,20.0,2.0
54.0,29.0,232.0,71.0,14.0
51.0,19.0,191.0,52.0,14.0
13.0,5.0,42.0,22.0,3.0
7.0,2.0,27.0,14.0,2.0
33.0,19.0,65.0,28.0,6.0
25.0,13.0,46.0,21.0,5.0
13.0,3.0,17.0,6.0,0.0
24.0,8.0,36.0,14.0,2.0
15.0,5.0,20.0,7.0,2.0
8.0,0.0,15.0,2.0,1.0
9.0,2.0,17.0,2.0,1.0
9.0,3.0,20.0,6.0,1.0
9.0,8.0,16.0,8.0,1.0
7.0,6.0,6.0,4.0,1.0
6.0,1.0,8.0,5.0,0.0
7.0,5.0,36.0,34.0,2.0
10.0,5.0,42.0,35.0,1.0
12.0,5.0,149.0,67.0,1.0
37.0,8.0,218.0,102.0,5.0
33.0,4.0,83.0,108.0,5.0
8.0,2.0,49.0,68.0,1.0
39.0,14.0,88.0,43.0,8.0
34.0,12.0,99.0,42.0,7.0
16.0,8.0,51.0,29.0,3.0
23.0,12.0,35.0,16.0,5.0
18.0,11.0,33.0,17.0,5.0
5.0,1.0,0.0,1.0,2.0
7.0,3.0,13.0,13.0,0.0
13.0,7.0,23.0,9.0,1.0
6.0,1.0,7.0,2.0,0.0
5.0,2.0,1.0,3.0,0.0
20.0,12.0,63.0,29.0,8.0
17.0,11.0,25.0,4.0,4.0
