bank,hospital,house,school,supermarket
12.0,6.0,45.0,47.0,4.0
9.0,5.0,34.0,45.0,3.0
3.0,1.0,11.0,19.0,2.0
14.0,0.0,14.0,13.0,4.0
15.0,0.0,29.0,18.0,4.0
12.0,2.0,36.0,21.0,5.0
9.0,2.0,33.0,27.0,1.0
4.0,0.0,19.0,13.0,1.0
7.0,6.0,33.0,14.0,1.0
3.0,0.0,2.0,6.0,0.0
3.0,0.0,2.0,11.0,0.0
2.0,2.0,2.0,2.0,0.0
2.0,2.0,2.0,2.0,0.0
2.0,1.0,0.0,3.0,0.0
3.0,3.0,1.0,6.0,0.0
3.0,3.0,1.0,5.0,0.0
3.0,1.0,0.0,3.0,0.0
3.0,1.0,0.0,3.0,0.0
3.0,1.0,0.0,3.0,0.0
2.0,2.0,25.0,37.0,3.0
7.0,0.0,29.0,21.0,3.0
11.0,1.0,51.0,33.0,1.0
23.0,3.0,79.0,39.0,8.0
38.0,7.0,99.0,53.0,11.0
24.0,13.0,111.0,116.0,3.0
30.0,17.0,221.0,128.0,3.0
34.0,16.0,275.0,134.0,7.0
21.0,7.0,123.0,68.0,6.0
8.0,1.0,41.0,39.0,4.0
3.0,0.0,13.0,10.0,2.0
13.0,0.0,18.0,10.0,5.0
15.0,0.0,30.0,17.0,4.0
9.0,2.0,38.0,27.0,4.0
9.0,2.0,27.0,21.0,0.0
3.0,0.0,1.0,6.0,0.0
3.0,0.0,0.0,9.0,0.0
2.0,1.0,2.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
5.0,4.0,2.0,10.0,0.0
3.0,3.0,2.0,7.0,0.0
2.0,2.0,0.0,4.0,0.0
2.0,2.0,0.0,4.0,0.0
3.0,0.0,0.0,2.0,0.0
3.0,1.0,0.0,3.0,0.0
3.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,4.0,34.0,47.0,1.0
5.0,2.0,27.0,24.0,0.0
15.0,2.0,56.0,25.0,3.0
37.0,6.0,142.0,44.0,6.0
57.0,11.0,174.0,49.0,12.0
64.0,12.0,180.0,50.0,12.0
60.0,23.0,276.0,111.0,11.0
83.0,33.0,481.0,169.0,18.0
77.0,23.0,430.0,169.0,16.0
58.0,16.0,269.0,58.0,7.0
30.0,4.0,51.0,29.0,5.0
3.0,1.0,17.0,11.0,1.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,4.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,1.0,5.0,0.0
2.0,1.0,1.0,5.0,0.0
2.0,1.0,1.0,5.0,0.0
2.0,2.0,0.0,5.0,0.0
2.0,2.0,0.0,5.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,1.0,0.0,3.0,0.0
5.0,4.0,41.0,80.0,3.0
6.0,2.0,52.0,34.0,3.0
3.0,0.0,34.0,19.0,0.0
12.0,1.0,54.0,30.0,3.0
39.0,12.0,155.0,52.0,5.0
47.0,15.0,171.0,46.0,5.0
85.0,19.0,292.0,61.0,15.0
111.0,29.0,460.0,117.0,25.0
159.0,65.0,637.0,172.0,27.0
132.0,44.0,628.0,121.0,28.0
67.0,27.0,348.0,80.0,12.0
55.0,13.0,152.0,55.0,10.0
9.0,4.0,51.0,36.0,2.0
8.0,3.0,10.0,9.0,0.0
8.0,2.0,10.0,4.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
3.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,0.0,0.0
8.0,4.0,47.0,74.0,3.0
15.0,4.0,63.0,135.0,5.0
13.0,2.0,51.0,130.0,4.0
5.0,1.0,37.0,30.0,3.0
9.0,6.0,40.0,35.0,2.0
28.0,8.0,118.0,62.0,4.0
57.0,16.0,219.0,64.0,3.0
75.0,20.0,449.0,105.0,15.0
173.0,49.0,747.0,174.0,38.0
217.0,100.0,809.0,161.0,42.0
167.0,49.0,781.0,129.0,25.0
83.0,33.0,507.0,112.0,16.0
37.0,15.0,233.0,86.0,9.0
12.0,3.0,57.0,43.0,6.0
3.0,2.0,6.0,8.0,0.0
8.0,3.0,14.0,10.0,0.0
8.0,3.0,14.0,9.0,0.0
9.0,1.0,2.0,8.0,1.0
5.0,1.0,2.0,5.0,0.0
3.0,1.0,1.0,2.0,0.0
3.0,1.0,1.0,3.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
4.0,1.0,0.0,8.0,1.0
4.0,1.0,0.0,8.0,1.0
6.0,2.0,24.0,34.0,3.0
11.0,4.0,30.0,40.0,3.0
11.0,0.0,34.0,27.0,3.0
4.0,6.0,33.0,33.0,0.0
23.0,9.0,82.0,54.0,3.0
40.0,16.0,232.0,67.0,3.0
88.0,25.0,541.0,145.0,11.0
198.0,103.0,824.0,146.0,30.0
254.0,83.0,887.0,135.0,31.0
147.0,43.0,672.0,88.0,21.0
61.0,18.0,344.0,74.0,8.0
18.0,6.0,113.0,62.0,8.0
9.0,3.0,9.0,5.0,0.0
7.0,1.0,5.0,6.0,0.0
3.0,0.0,1.0,2.0,0.0
5.0,1.0,5.0,10.0,1.0
10.0,1.0,5.0,14.0,1.0
8.0,1.0,2.0,9.0,1.0
2.0,0.0,0.0,6.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
3.0,1.0,1.0,1.0,0.0
3.0,1.0,1.0,2.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
4.0,1.0,0.0,8.0,1.0
4.0,1.0,0.0,8.0,1.0
5.0,2.0,5.0,14.0,1.0
5.0,2.0,4.0,18.0,1.0
3.0,0.0,9.0,8.0,0.0
4.0,1.0,15.0,52.0,1.0
6.0,3.0,39.0,37.0,2.0
19.0,13.0,111.0,34.0,1.0
56.0,25.0,366.0,61.0,2.0
158.0,62.0,711.0,121.0,12.0
167.0,52.0,729.0,100.0,10.0
82.0,34.0,407.0,63.0,8.0
10.0,14.0,83.0,31.0,2.0
3.0,0.0,1.0,2.0,0.0
3.0,0.0,3.0,3.0,0.0
2.0,0.0,3.0,3.0,0.0
8.0,1.0,3.0,8.0,1.0
6.0,0.0,0.0,4.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,0.0,0.0,0.0,0.0
5.0,2.0,3.0,9.0,1.0
5.0,2.0,3.0,14.0,1.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,4.0,0.0
2.0,0.0,2.0,4.0,0.0
4.0,1.0,12.0,8.0,0.0
3.0,1.0,11.0,13.0,0.0
3.0,0.0,5.0,10.0,0.0
3.0,0.0,6.0,8.0,1.0
6.0,5.0,35.0,19.0,0.0
20.0,13.0,158.0,47.0,1.0
50.0,24.0,348.0,64.0,1.0
75.0,29.0,421.0,88.0,5.0
31.0,19.0,229.0,61.0,4.0
5.0,8.0,39.0,33.0,0.0
2.0,0.0,12.0,3.0,0.0
5.0,1.0,24.0,8.0,1.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,1.0,3.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
3.0,0.0,1.0,6.0,0.0
3.0,0.0,1.0,7.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,1.0,9.0,6.0,0.0
3.0,1.0,10.0,8.0,0.0
2.0,0.0,0.0,3.0,0.0
3.0,0.0,0.0,5.0,0.0
3.0,0.0,12.0,11.0,0.0
18.0,1.0,23.0,30.0,2.0
14.0,3.0,26.0,27.0,2.0
4.0,1.0,19.0,20.0,0.0
4.0,1.0,13.0,14.0,0.0
2.0,4.0,25.0,15.0,1.0
19.0,10.0,142.0,52.0,1.0
36.0,12.0,171.0,65.0,2.0
33.0,7.0,110.0,64.0,2.0
15.0,3.0,40.0,30.0,1.0
13.0,2.0,59.0,14.0,1.0
13.0,2.0,62.0,16.0,1.0
12.0,2.0,53.0,14.0,1.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,1.0,1.0,0.0
2.0,0.0,1.0,2.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
3.0,0.0,1.0,7.0,0.0
3.0,0.0,1.0,7.0,0.0
3.0,0.0,1.0,7.0,0.0
2.0,0.0,0.0,3.0,0.0
4.0,1.0,1.0,5.0,0.0
6.0,2.0,4.0,13.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0
3.0,1.0,5.0,5.0,0.0
3.0,1.0,8.0,8.0,0.0
2.0,0.0,1.0,5.0,0.0
3.0,0.0,11.0,9.0,0.0
15.0,1.0,29.0,34.0,1.0
25.0,3.0,41.0,54.0,3.0
19.0,3.0,27.0,44.0,2.0
4.0,2.0,6.0,17.0,0.0
19.0,3.0,61.0,34.0,2.0
20.0,4.0,55.0,31.0,1.0
13.0,2.0,40.0,19.0,1.0
6.0,1.0,38.0,9.0,0.0
12.0,2.0,61.0,14.0,1.0
2.0,1.0,20.0,6.0,1.0
3.0,0.0,0.0,4.0,0.0
7.0,6.0,8.0,11.0,0.0
11.0,7.0,7.0,8.0,1.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,3.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
6.0,2.0,5.0,12.0,0.0
6.0,2.0,6.0,16.0,0.0
6.0,5.0,11.0,17.0,1.0
19.0,8.0,11.0,20.0,2.0
21.0,9.0,13.0,21.0,3.0
2.0,0.0,0.0,1.0,0.0
2.0,3.0,0.0,0.0,0.0
3.0,0.0,0.0,7.0,0.0
3.0,0.0,0.0,7.0,0.0
8.0,0.0,22.0,14.0,1.0
16.0,1.0,22.0,32.0,1.0
9.0,2.0,9.0,13.0,0.0
2.0,2.0,7.0,6.0,0.0
4.0,0.0,0.0,4.0,0.0
2.0,0.0,0.0,3.0,0.0
2.0,0.0,0.0,0.0,0.0
12.0,8.0,12.0,24.0,1.0
12.0,8.0,15.0,24.0,1.0
5.0,2.0,4.0,10.0,1.0
3.0,0.0,0.0,3.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,3.0,0.0
3.0,1.0,2.0,7.0,0.0
6.0,2.0,4.0,12.0,0.0
8.0,5.0,8.0,8.0,1.0
21.0,9.0,15.0,23.0,3.0
21.0,9.0,15.0,25.0,3.0
3.0,2.0,11.0,11.0,1.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
3.0,3.0,0.0,5.0,0.0
3.0,3.0,0.0,5.0,0.0
3.0,0.0,0.0,7.0,0.0
3.0,0.0,0.0,7.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,3.0,0.0
2.0,0.0,0.0,3.0,0.0
2.0,0.0,0.0,3.0,0.0
9.0,1.0,8.0,18.0,1.0
9.0,2.0,7.0,21.0,1.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
3.0,3.0,0.0,3.0,0.0
3.0,3.0,0.0,5.0,0.0
3.0,0.0,2.0,1.0,0.0
2.0,3.0,22.0,24.0,1.0
28.0,13.0,75.0,50.0,14.0
19.0,12.0,52.0,49.0,13.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,3.0,0.0
2.0,1.0,1.0,3.0,0.0
2.0,0.0,0.0,4.0,0.0
16.0,3.0,21.0,16.0,2.0
15.0,3.0,23.0,15.0,2.0
2.0,0.0,2.0,1.0,0.0
3.0,1.0,3.0,6.0,0.0
3.0,1.0,3.0,6.0,0.0
17.0,5.0,50.0,34.0,2.0
50.0,15.0,121.0,64.0,20.0
50.0,13.0,92.0,48.0,20.0
2.0,0.0,10.0,13.0,1.0
2.0,2.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,1.0,2.0,0.0
16.0,10.0,32.0,23.0,3.0
17.0,11.0,42.0,28.0,3.0
3.0,1.0,3.0,4.0,0.0
3.0,1.0,3.0,4.0,0.0
11.0,2.0,15.0,12.0,0.0
23.0,6.0,31.0,24.0,2.0
24.0,6.0,31.0,21.0,2.0
3.0,3.0,8.0,4.0,0.0
3.0,1.0,3.0,6.0,0.0
3.0,1.0,2.0,5.0,0.0
5.0,2.0,21.0,16.0,2.0
32.0,3.0,63.0,33.0,10.0
25.0,2.0,43.0,24.0,8.0
3.0,1.0,0.0,7.0,0.0
3.0,1.0,0.0,6.0,0.0
3.0,1.0,0.0,3.0,0.0
3.0,1.0,0.0,2.0,0.0
3.0,0.0,0.0,3.0,0.0
2.0,1.0,10.0,3.0,2.0
2.0,2.0,11.0,3.0,2.0
22.0,13.0,44.0,33.0,5.0
27.0,16.0,56.0,42.0,7.0
10.0,10.0,30.0,27.0,4.0
3.0,0.0,5.0,7.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
3.0,1.0,4.0,4.0,0.0
3.0,1.0,4.0,4.0,0.0
23.0,4.0,20.0,14.0,2.0
16.0,5.0,14.0,12.0,2.0
3.0,1.0,0.0,5.0,0.0
5.0,2.0,0.0,6.0,0.0
3.0,1.0,0.0,4.0,0.0
3.0,1.0,0.0,4.0,0.0
3.0,1.0,0.0,1.0,0.0
3.0,1.0,0.0,5.0,0.0
3.0,1.0,0.0,2.0,0.0
3.0,0.0,0.0,2.0,0.0
8.0,7.0,11.0,10.0,2.0
23.0,13.0,29.0,32.0,4.0
23.0,11.0,25.0,22.0,4.0
3.0,1.0,0.0,2.0,0.0
3.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
14.0,3.0,10.0,12.0,2.0
27.0,13.0,41.0,29.0,6.0
33.0,18.0,53.0,47.0,13.0
21.0,7.0,31.0,24.0,9.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
3.0,1.0,4.0,3.0,0.0
3.0,1.0,4.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
5.0,2.0,0.0,6.0,0.0
3.0,1.0,0.0,4.0,0.0
10.0,8.0,11.0,17.0,2.0
21.0,13.0,25.0,36.0,2.0
23.0,10.0,21.0,29.0,3.0
3.0,1.0,0.0,3.0,0.0
3.0,1.0,0.0,3.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
16.0,6.0,25.0,15.0,2.0
57.0,20.0,75.0,50.0,16.0
59.0,19.0,79.0,49.0,15.0
8.0,3.0,28.0,7.0,2.0
2.0,2.0,13.0,7.0,0.0
54.0,16.0,59.0,36.0,15.0
47.0,13.0,62.0,32.0,16.0
18.0,6.0,32.0,12.0,2.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,0.0,0.0
11.0,6.0,11.0,5.0,0.0
6.0,0.0,14.0,7.0,1.0
3.0,1.0,0.0,0.0,0.0
3.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
5.0,3.0,12.0,8.0,1.0
20.0,8.0,22.0,25.0,6.0
9.0,5.0,19.0,12.0,1.0
2.0,1.0,0.0,2.0,0.0
3.0,1.0,0.0,3.0,0.0
3.0,1.0,0.0,3.0,0.0
3.0,2.0,2.0,3.0,0.0
3.0,2.0,8.0,5.0,0.0
3.0,1.0,1.0,0.0,0.0
3.0,1.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,2.0,0.0
12.0,6.0,14.0,12.0,6.0
25.0,11.0,36.0,32.0,8.0
24.0,9.0,30.0,30.0,8.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
3.0,2.0,1.0,1.0,0.0
3.0,2.0,3.0,2.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
16.0,6.0,18.0,19.0,7.0
7.0,5.0,17.0,15.0,4.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
8.0,3.0,8.0,9.0,0.0
7.0,3.0,10.0,8.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
3.0,1.0,1.0,4.0,0.0
3.0,1.0,1.0,4.0,0.0
3.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
4.0,1.0,4.0,7.0,0.0
16.0,4.0,16.0,21.0,0.0
16.0,4.0,16.0,21.0,0.0
4.0,1.0,8.0,5.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,2.0,0.0,2.0,0.0
2.0,2.0,0.0,4.0,0.0
3.0,1.0,1.0,5.0,0.0
3.0,1.0,1.0,5.0,0.0
3.0,1.0,0.0,3.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
13.0,3.0,9.0,18.0,0.0
14.0,4.0,10.0,16.0,0.0
3.0,1.0,14.0,6.0,1.0
2.0,3.0,7.0,5.0,1.0
3.0,1.0,0.0,4.0,0.0
3.0,1.0,0.0,4.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,2.0,0.0,2.0,0.0
2.0,2.0,0.0,3.0,0.0
3.0,1.0,2.0,4.0,0.0
3.0,1.0,2.0,4.0,0.0
2.0,1.0,0.0,2.0,0.0
22.0,11.0,42.0,31.0,6.0
34.0,17.0,46.0,40.0,6.0
9.0,5.0,17.0,14.0,1.0
2.0,1.0,7.0,5.0,1.0
2.0,0.0,0.0,2.0,0.0
3.0,1.0,0.0,4.0,0.0
3.0,1.0,0.0,5.0,0.0
3.0,1.0,2.0,4.0,0.0
3.0,1.0,2.0,2.0,0.0
2.0,2.0,0.0,2.0,0.0
4.0,2.0,22.0,9.0,1.0
32.0,15.0,54.0,42.0,6.0
33.0,17.0,61.0,42.0,6.0
17.0,7.0,25.0,24.0,4.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,2.0,0.0,3.0,0.0
2.0,2.0,0.0,4.0,0.0
2.0,2.0,0.0,4.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
7.0,5.0,29.0,17.0,1.0
10.0,6.0,30.0,23.0,1.0
3.0,1.0,2.0,4.0,0.0
3.0,1.0,2.0,6.0,0.0
3.0,1.0,0.0,1.0,0.0
4.0,0.0,0.0,3.0,0.0
4.0,0.0,0.0,4.0,0.0
4.0,0.0,0.0,4.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,2.0,0.0,3.0,0.0
2.0,2.0,0.0,3.0,0.0
2.0,2.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
3.0,1.0,0.0,3.0,0.0
3.0,1.0,0.0,2.0,0.0
3.0,1.0,2.0,6.0,0.0
3.0,1.0,2.0,6.0,0.0
3.0,0.0,2.0,6.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,1.0,0.0,3.0,0.0
3.0,1.0,0.0,6.0,0.0
3.0,1.0,0.0,5.0,0.0
4.0,0.0,0.0,3.0,0.0
4.0,0.0,0.0,3.0,0.0
4.0,0.0,0.0,3.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,2.0,0.0,3.0,0.0
2.0,2.0,0.0,2.0,0.0
3.0,1.0,0.0,3.0,0.0
3.0,1.0,0.0,3.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
3.0,1.0,0.0,5.0,0.0
3.0,0.0,0.0,5.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,1.0,3.0,0.0
2.0,1.0,1.0,4.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,1.0,4.0,0.0
2.0,2.0,0.0,4.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,2.0,0.0,3.0,0.0
12.0,5.0,12.0,15.0,2.0
28.0,7.0,45.0,31.0,4.0
20.0,4.0,46.0,17.0,4.0
3.0,2.0,17.0,9.0,1.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,2.0,0.0,2.0,0.0
2.0,2.0,0.0,2.0,0.0
2.0,2.0,0.0,2.0,0.0
17.0,6.0,19.0,24.0,3.0
29.0,6.0,49.0,35.0,4.0
28.0,6.0,52.0,22.0,4.0
2.0,2.0,11.0,7.0,1.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,2.0,0.0,2.0,0.0
5.0,1.0,13.0,18.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,1.0,3.0,0.0
2.0,1.0,1.0,3.0,0.0
5.0,3.0,3.0,4.0,0.0
5.0,3.0,3.0,4.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,1.0,0.0
3.0,1.0,3.0,2.0,0.0
3.0,1.0,4.0,4.0,0.0
3.0,1.0,3.0,4.0,0.0
3.0,2.0,2.0,1.0,0.0
3.0,2.0,2.0,1.0,0.0
2.0,0.0,1.0,5.0,0.0
2.0,0.0,1.0,5.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
3.0,1.0,0.0,2.0,0.0
3.0,1.0,0.0,2.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
3.0,1.0,1.0,6.0,0.0
3.0,2.0,1.0,6.0,0.0
2.0,1.0,0.0,3.0,0.0
3.0,1.0,3.0,3.0,0.0
3.0,1.0,4.0,4.0,0.0
3.0,1.0,3.0,4.0,0.0
4.0,4.0,1.0,9.0,0.0
4.0,4.0,0.0,9.0,0.0
4.0,1.0,0.0,6.0,0.0
4.0,1.0,0.0,4.0,0.0
4.0,1.0,14.0,9.0,0.0
16.0,7.0,30.0,35.0,1.0
20.0,8.0,35.0,28.0,1.0
2.0,0.0,1.0,5.0,0.0
2.0,0.0,1.0,5.0,0.0
3.0,1.0,0.0,2.0,0.0
3.0,1.0,0.0,2.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
3.0,2.0,1.0,8.0,0.0
3.0,2.0,1.0,6.0,0.0
3.0,3.0,1.0,5.0,0.0
3.0,3.0,0.0,6.0,0.0
4.0,1.0,1.0,7.0,0.0
4.0,1.0,1.0,4.0,0.0
8.0,4.0,18.0,22.0,0.0
20.0,9.0,46.0,41.0,1.0
23.0,10.0,56.0,44.0,1.0
8.0,3.0,35.0,14.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,1.0,11.0,2.0,1.0
2.0,1.0,0.0,0.0,0.0
7.0,3.0,37.0,16.0,0.0
5.0,1.0,22.0,8.0,0.0
3.0,1.0,0.0,3.0,0.0
3.0,1.0,0.0,3.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,4.0,1.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,1.0,3.0,1.0,0.0
2.0,1.0,3.0,2.0,0.0
3.0,1.0,16.0,2.0,1.0
11.0,4.0,31.0,16.0,1.0
10.0,2.0,22.0,10.0,1.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,1.0,2.0,2.0,0.0
2.0,1.0,2.0,2.0,0.0
2.0,0.0,0.0,1.0,0.0
3.0,1.0,0.0,5.0,0.0
3.0,2.0,0.0,4.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,4.0,1.0
2.0,1.0,0.0,4.0,1.0
2.0,1.0,0.0,5.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,0.0,0.0
4.0,2.0,3.0,4.0,0.0
4.0,2.0,3.0,3.0,0.0
2.0,1.0,1.0,2.0,0.0
9.0,2.0,30.0,24.0,0.0
56.0,16.0,79.0,66.0,15.0
58.0,18.0,79.0,68.0,15.0
4.0,1.0,22.0,13.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,0.0,2.0,0.0,0.0
2.0,1.0,2.0,2.0,0.0
2.0,1.0,2.0,2.0,0.0
3.0,1.0,0.0,4.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
3.0,2.0,36.0,18.0,1.0
4.0,2.0,30.0,14.0,1.0
2.0,0.0,0.0,3.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,1.0,2.0,0.0
4.0,2.0,1.0,3.0,0.0
2.0,1.0,24.0,20.0,0.0
63.0,24.0,91.0,86.0,15.0
57.0,21.0,87.0,85.0,15.0
18.0,8.0,34.0,26.0,3.0
2.0,1.0,0.0,1.0,0.0
3.0,1.0,1.0,1.0,2.0
2.0,1.0,1.0,1.0,1.0
19.0,2.0,71.0,52.0,1.0
34.0,4.0,141.0,74.0,11.0
24.0,4.0,116.0,50.0,8.0
3.0,1.0,26.0,7.0,0.0
2.0,2.0,1.0,2.0,0.0
2.0,2.0,1.0,2.0,0.0
