bank,lat,lng
71.0,29.82,121.555
30.0,29.82,121.575
16.0,29.82,121.595
4.0,29.82,121.615
2.0,29.82,121.715
5.0,29.82,121.735
2.0,29.82,121.755
2.0,29.82,121.975
2.0,29.82,121.995
2.0,29.82,122.275
2.0,29.84,118.655
2.0,29.84,118.675
2.0,29.84,119.115
2.0,29.84,119.135
2.0,29.84,119.355
2.0,29.84,119.375
2.0,29.84,119.575
2.0,29.84,119.595
9.0,29.84,119.615
3.0,29.84,119.635
3.0,29.84,119.775
2.0,29.84,119.795
3.0,29.84,119.835
2.0,29.84,120.255
2.0,29.84,120.315
6.0,29.84,120.335
5.0,29.84,120.355
2.0,29.84,120.455
2.0,29.84,120.555
2.0,29.84,120.575
2.0,29.84,121.015
2.0,29.84,121.035
6.0,29.84,121.395
11.0,29.84,121.435
8.0,29.84,121.455
3.0,29.84,121.475
21.0,29.84,121.495
34.0,29.84,121.515
39.0,29.84,121.535
67.0,29.84,121.555
49.0,29.84,121.575
25.0,29.84,121.595
9.0,29.84,121.615
16.0,29.84,121.635
8.0,29.84,121.655
11.0,29.84,121.675
10.0,29.84,121.695
3.0,29.84,122.015
4.0,29.84,122.035
2.0,29.84,122.275
2.0,29.84,122.295
17.0,29.86,118.415
20.0,29.86,118.435
4.0,29.86,118.455
2.0,29.86,118.595
2.0,29.86,118.615
2.0,29.86,118.655
2.0,29.86,119.115
2.0,29.86,119.135
2.0,29.86,119.355
4.0,29.86,119.615
3.0,29.86,119.755
4.0,29.86,119.775
2.0,29.86,119.835
3.0,29.86,119.855
2.0,29.86,120.055
2.0,29.86,120.075
2.0,29.86,120.095
2.0,29.86,120.315
3.0,29.86,120.335
2.0,29.86,120.355
2.0,29.86,120.395
2.0,29.86,120.415
2.0,29.86,120.435
2.0,29.86,120.775
3.0,29.86,120.795
6.0,29.86,121.395
6.0,29.86,121.415
14.0,29.86,121.435
15.0,29.86,121.455
2.0,29.86,121.475
16.0,29.86,121.495
56.0,29.86,121.515
102.0,29.86,121.535
142.0,29.86,121.555
133.0,29.86,121.575
92.0,29.86,121.595
43.0,29.86,121.615
33.0,29.86,121.635
3.0,29.86,121.655
3.0,29.86,121.675
5.0,29.86,121.695
2.0,29.86,121.795
2.0,29.86,121.815
14.0,29.86,121.915
3.0,29.86,121.935
4.0,29.86,122.035
9.0,29.88,118.415
25.0,29.88,118.435
5.0,29.88,118.455
2.0,29.88,118.615
3.0,29.88,118.695
3.0,29.88,118.715
4.0,29.88,119.755
4.0,29.88,119.775
2.0,29.88,119.995
2.0,29.88,120.015
5.0,29.88,120.155
4.0,29.88,120.175
2.0,29.88,120.315
2.0,29.88,120.335
2.0,29.88,120.375
2.0,29.88,120.395
2.0,29.88,120.415
2.0,29.88,120.435
3.0,29.88,120.615
7.0,29.88,120.635
3.0,29.88,120.795
12.0,29.88,121.435
8.0,29.88,121.455
4.0,29.88,121.475
19.0,29.88,121.495
55.0,29.88,121.515
117.0,29.88,121.535
132.0,29.88,121.555
109.0,29.88,121.575
61.0,29.88,121.595
50.0,29.88,121.615
20.0,29.88,121.635
13.0,29.88,121.655
4.0,29.88,121.675
3.0,29.88,121.775
17.0,29.88,121.795
18.0,29.88,121.815
21.0,29.88,121.835
9.0,29.88,121.855
8.0,29.88,121.875
8.0,29.88,121.895
14.0,29.88,121.915
11.0,29.88,121.935
8.0,29.88,121.955
4.0,29.88,121.975
6.0,29.88,121.995
2.0,29.88,122.015
3.0,29.9,118.555
3.0,29.9,118.575
2.0,29.9,118.635
2.0,29.9,118.655
3.0,29.9,118.715
2.0,29.9,119.755
3.0,29.9,119.875
2.0,29.9,120.015
3.0,29.9,120.115
3.0,29.9,120.135
5.0,29.9,120.155
3.0,29.9,120.175
5.0,29.9,120.295
6.0,29.9,120.315
3.0,29.9,120.375
2.0,29.9,120.395
6.0,29.9,120.615
8.0,29.9,120.635
2.0,29.9,120.835
2.0,29.9,120.855
5.0,29.9,121.075
2.0,29.9,121.095
6.0,29.9,121.455
6.0,29.9,121.475
5.0,29.9,121.495
29.0,29.9,121.515
61.0,29.9,121.535
48.0,29.9,121.555
20.0,29.9,121.575
24.0,29.9,121.595
32.0,29.9,121.615
14.0,29.9,121.635
16.0,29.9,121.655
9.0,29.9,121.675
2.0,29.9,121.775
17.0,29.9,121.795
36.0,29.9,121.815
71.0,29.9,121.835
44.0,29.9,121.855
7.0,29.9,121.875
7.0,29.9,121.895
6.0,29.9,121.935
11.0,29.9,121.955
6.0,29.9,121.975
10.0,29.9,122.395
2.0,29.92,118.455
2.0,29.92,118.475
2.0,29.92,118.635
2.0,29.92,118.655
2.0,29.92,119.415
15.0,29.92,119.435
10.0,29.92,119.455
3.0,29.92,119.515
3.0,29.92,119.535
4.0,29.92,119.875
4.0,29.92,119.895
2.0,29.92,119.935
2.0,29.92,120.135
6.0,29.92,120.295
10.0,29.92,120.315
11.0,29.92,120.335
7.0,29.92,120.355
2.0,29.92,120.395
2.0,29.92,120.575
2.0,29.92,120.835
5.0,29.92,121.075
6.0,29.92,121.095
2.0,29.92,121.215
3.0,29.92,121.235
2.0,29.92,121.375
5.0,29.92,121.455
2.0,29.92,121.475
13.0,29.92,121.495
17.0,29.92,121.515
28.0,29.92,121.535
18.0,29.92,121.555
3.0,29.92,121.575
19.0,29.92,121.595
20.0,29.92,121.615
14.0,29.92,121.635
6.0,29.92,121.655
8.0,29.92,121.675
4.0,29.92,121.695
8.0,29.92,121.715
5.0,29.92,121.735
4.0,29.92,121.775
4.0,29.92,121.795
6.0,29.92,121.815
50.0,29.92,121.835
38.0,29.92,121.855
9.0,29.92,122.375
9.0,29.92,122.395
2.0,29.94,118.675
17.0,29.94,119.435
10.0,29.94,119.455
2.0,29.94,119.915
2.0,29.94,119.935
2.0,29.94,120.015
3.0,29.94,120.155
4.0,29.94,120.175
7.0,29.94,120.335
7.0,29.94,120.355
2.0,29.94,120.455
5.0,29.94,120.475
6.0,29.94,120.515
4.0,29.94,120.535
3.0,29.94,120.575
3.0,29.94,120.595
2.0,29.94,120.935
7.0,29.94,120.975
6.0,29.94,120.995
2.0,29.94,121.215
2.0,29.94,121.235
2.0,29.94,121.355
2.0,29.94,121.375
19.0,29.94,121.495
20.0,29.94,121.515
6.0,29.94,121.535
8.0,29.94,121.555
4.0,29.94,121.595
15.0,29.94,121.615
4.0,29.94,121.635
4.0,29.94,121.655
11.0,29.94,121.675
26.0,29.94,121.695
45.0,29.94,121.715
31.0,29.94,121.735
9.0,29.94,121.755
2.0,29.94,121.835
3.0,29.94,122.255
21.0,29.94,122.275
41.0,29.94,122.295
26.0,29.94,122.315
2.0,29.94,122.355
2.0,29.96,118.655
2.0,29.96,118.675
4.0,29.96,119.715
14.0,29.96,119.735
4.0,29.96,119.755
2.0,29.96,120.015
2.0,29.96,120.175
2.0,29.96,120.195
2.0,29.96,120.255
4.0,29.96,120.455
6.0,29.96,120.475
2.0,29.96,120.495
7.0,29.96,120.515
6.0,29.96,120.535
9.0,29.96,120.575
10.0,29.96,120.595
2.0,29.96,120.675
2.0,29.96,120.695
2.0,29.96,120.715
2.0,29.96,120.735
2.0,29.96,120.835
3.0,29.96,120.915
3.0,29.96,120.935
7.0,29.96,120.975
7.0,29.96,120.995
2.0,29.96,121.015
3.0,29.96,121.035
2.0,29.96,121.055
2.0,29.96,121.435
3.0,29.96,121.455
2.0,29.96,121.495
5.0,29.96,121.515
2.0,29.96,121.535
3.0,29.96,121.555
7.0,29.96,121.575
15.0,29.96,121.595
3.0,29.96,121.615
2.0,29.96,121.635
12.0,29.96,121.655
12.0,29.96,121.675
26.0,29.96,121.695
35.0,29.96,121.715
16.0,29.96,121.735
9.0,29.96,121.755
10.0,29.96,122.235
13.0,29.96,122.255
7.0,29.96,122.275
29.0,29.96,122.295
28.0,29.96,122.315
18.0,29.96,122.335
14.0,29.98,119.735
3.0,29.98,119.755
2.0,29.98,120.195
2.0,29.98,120.235
2.0,29.98,120.255
2.0,29.98,120.495
8.0,29.98,120.515
8.0,29.98,120.535
5.0,29.98,120.555
55.0,29.98,120.575
58.0,29.98,120.595
20.0,29.98,120.615
3.0,29.98,120.635
2.0,29.98,120.675
2.0,29.98,120.695
2.0,29.98,120.875
2.0,29.98,120.895
2.0,29.98,120.915
2.0,29.98,121.035
2.0,29.98,121.055
12.0,29.98,121.235
8.0,29.98,121.255
3.0,29.98,121.315
2.0,29.98,121.335
2.0,29.98,121.415
13.0,29.98,121.435
13.0,29.98,121.455
2.0,29.98,121.515
5.0,29.98,121.535
4.0,29.98,121.555
22.0,29.98,121.575
26.0,29.98,121.595
4.0,29.98,121.615
9.0,29.98,121.635
11.0,29.98,121.655
8.0,29.98,121.675
16.0,29.98,122.195
21.0,29.98,122.215
14.0,29.98,122.235
15.0,29.98,122.255
3.0,29.98,122.275
2.0,29.98,122.295
19.0,29.98,122.315
13.0,29.98,122.335
6.0,29.98,122.375
5.0,29.98,122.395
2.0,30.0,118.455
2.0,30.0,118.475
2.0,30.0,118.735
2.0,30.0,118.755
2.0,30.0,119.395
2.0,30.0,119.415
2.0,30.0,119.915
2.0,30.0,119.935
5.0,30.0,119.955
4.0,30.0,119.975
10.0,30.0,119.995
11.0,30.0,120.015
6.0,30.0,120.195
2.0,30.0,120.295
8.0,30.0,120.515
8.0,30.0,120.535
30.0,30.0,120.555
87.0,30.0,120.575
92.0,30.0,120.595
35.0,30.0,120.615
3.0,30.0,120.635
4.0,30.0,120.655
9.0,30.0,120.675
7.0,30.0,120.695
7.0,30.0,120.815
8.0,30.0,120.835
18.0,30.0,120.855
31.0,30.0,120.875
5.0,30.0,120.895
2.0,30.0,121.115
5.0,30.0,121.155
4.0,30.0,121.175
13.0,30.0,121.235
8.0,30.0,121.255
2.0,30.0,121.275
3.0,30.0,121.295
2.0,30.0,121.315
2.0,30.0,121.435
6.0,30.0,121.455
2.0,30.0,121.495
2.0,30.0,121.515
4.0,30.0,121.535
6.0,30.0,121.555
4.0,30.0,121.575
9.0,30.0,121.595
5.0,30.0,121.615
3.0,30.0,121.635
5.0,30.0,121.855
7.0,30.0,121.875
2.0,30.0,122.075
21.0,30.0,122.095
39.0,30.0,122.115
11.0,30.0,122.135
2.0,30.0,122.155
18.0,30.0,122.195
17.0,30.0,122.215
2.0,30.02,118.475
2.0,30.02,118.795
2.0,30.02,119.395
2.0,30.02,119.415
2.0,30.02,119.735
3.0,30.02,119.915
5.0,30.02,119.935
4.0,30.02,119.955
9.0,30.02,119.975
9.0,30.02,119.995
9.0,30.02,120.015
3.0,30.02,120.035
6.0,30.02,120.195
4.0,30.02,120.215
2.0,30.02,120.255
2.0,30.02,120.295
2.0,30.02,120.315
3.0,30.02,120.535
14.0,30.02,120.555
42.0,30.02,120.575
40.0,30.02,120.595
9.0,30.02,120.615
4.0,30.02,120.675
5.0,30.02,120.735
5.0,30.02,120.755
9.0,30.02,120.815
8.0,30.02,120.835
22.0,30.02,120.855
70.0,30.02,120.875
30.0,30.02,120.895
2.0,30.02,121.075
4.0,30.02,121.095
2.0,30.02,121.115
19.0,30.02,121.135
25.0,30.02,121.155
10.0,30.02,121.175
4.0,30.02,121.195
2.0,30.02,121.255
11.0,30.02,121.275
10.0,30.02,121.295
2.0,30.02,121.335
2.0,30.02,121.355
2.0,30.02,121.515
6.0,30.02,121.555
3.0,30.02,121.575
11.0,30.02,121.595
10.0,30.02,121.615
5.0,30.02,121.875
4.0,30.02,122.075
53.0,30.02,122.095
72.0,30.02,122.115
21.0,30.02,122.135
4.0,30.02,122.275
4.0,30.02,122.295
3.0,30.04,118.935
3.0,30.04,119.155
3.0,30.04,119.175
2.0,30.04,119.735
9.0,30.04,119.915
56.0,30.04,119.935
55.0,30.04,119.955
11.0,30.04,119.975
3.0,30.04,119.995
2.0,30.04,120.015
2.0,30.04,120.035
20.0,30.04,120.235
20.0,30.04,120.255
2.0,30.04,120.435
2.0,30.04,120.455
2.0,30.04,120.475
9.0,30.04,120.495
5.0,30.04,120.515
8.0,30.04,120.535
6.0,30.04,120.555
17.0,30.04,120.575
13.0,30.04,120.595
2.0,30.04,120.615
2.0,30.04,120.655
4.0,30.04,120.755
8.0,30.04,120.775
3.0,30.04,120.795
2.0,30.04,120.835
17.0,30.04,120.855
42.0,30.04,120.875
21.0,30.04,120.895
2.0,30.04,120.915
4.0,30.04,121.075
2.0,30.04,121.095
9.0,30.04,121.115
53.0,30.04,121.135
76.0,30.04,121.155
29.0,30.04,121.175
2.0,30.04,121.195
2.0,30.04,121.255
10.0,30.04,121.275
8.0,30.04,121.295
2.0,30.04,121.335
2.0,30.04,121.355
2.0,30.04,121.535
3.0,30.04,121.555
8.0,30.04,121.595
8.0,30.04,121.615
3.0,30.04,121.875
3.0,30.04,121.895
4.0,30.04,122.095
7.0,30.04,122.115
4.0,30.04,122.275
4.0,30.04,122.295
17.0,30.06,118.575
21.0,30.06,118.595
3.0,30.06,118.935
2.0,30.06,118.955
3.0,30.06,119.575
3.0,30.06,119.595
7.0,30.06,119.915
59.0,30.06,119.935
59.0,30.06,119.955
10.0,30.06,119.975
2.0,30.06,119.995
3.0,30.06,120.075
2.0,30.06,120.095
6.0,30.06,120.195
6.0,30.06,120.215
10.0,30.06,120.235
13.0,30.06,120.255
3.0,30.06,120.355
3.0,30.06,120.375
2.0,30.06,120.415
4.0,30.06,120.455
52.0,30.06,120.475
57.0,30.06,120.495
8.0,30.06,120.515
8.0,30.06,120.535
3.0,30.06,120.575
4.0,30.06,120.595
6.0,30.06,120.615
8.0,30.06,120.635
11.0,30.06,120.655
8.0,30.06,120.695
9.0,30.06,120.715
2.0,30.06,120.755
9.0,30.06,120.775
2.0,30.06,120.835
2.0,30.06,120.895
6.0,30.06,120.935
5.0,30.06,120.995
3.0,30.06,121.055
2.0,30.06,121.075
2.0,30.06,121.095
25.0,30.06,121.135
56.0,30.06,121.155
32.0,30.06,121.175
8.0,30.06,121.195
4.0,30.06,121.555
2.0,30.06,121.575
3.0,30.06,121.835
4.0,30.06,121.855
4.0,30.06,121.875
2.0,30.06,121.995
9.0,30.06,122.155
6.0,30.06,122.175
4.0,30.08,118.575
14.0,30.08,118.595
7.0,30.08,119.575
3.0,30.08,119.595
2.0,30.08,119.915
8.0,30.08,119.935
3.0,30.08,119.955
2.0,30.08,120.035
3.0,30.08,120.055
2.0,30.08,120.095
6.0,30.08,120.195
6.0,30.08,120.215
2.0,30.08,120.255
5.0,30.08,120.275
5.0,30.08,120.295
3.0,30.08,120.415
5.0,30.08,120.435
7.0,30.08,120.455
44.0,30.08,120.475
66.0,30.08,120.495
24.0,30.08,120.515
4.0,30.08,120.535
15.0,30.08,120.595
17.0,30.08,120.615
10.0,30.08,120.635
12.0,30.08,120.655
7.0,30.08,120.675
8.0,30.08,120.695
3.0,30.08,120.815
14.0,30.08,120.835
11.0,30.08,120.855
6.0,30.08,120.935
2.0,30.08,120.955
5.0,30.08,120.975
5.0,30.08,120.995
6.0,30.08,121.035
7.0,30.08,121.055
3.0,30.08,121.135
14.0,30.08,121.155
9.0,30.08,121.175
2.0,30.08,121.435
2.0,30.08,121.455
8.0,30.08,121.495
3.0,30.08,121.515
3.0,30.08,121.535
6.0,30.08,121.555
3.0,30.08,121.575
2.0,30.08,121.995
2.0,30.08,122.015
8.0,30.08,122.155
2.0,30.08,122.175
2.0,30.1,119.215
2.0,30.1,119.235
2.0,30.1,119.395
2.0,30.1,119.535
5.0,30.1,119.555
4.0,30.1,119.575
2.0,30.1,119.735
2.0,30.1,119.755
2.0,30.1,119.775
5.0,30.1,119.935
5.0,30.1,119.955
3.0,30.1,120.055
2.0,30.1,120.115
4.0,30.1,120.135
2.0,30.1,120.255
7.0,30.1,120.275
5.0,30.1,120.435
7.0,30.1,120.455
11.0,30.1,120.475
32.0,30.1,120.495
16.0,30.1,120.515
3.0,30.1,120.535
4.0,30.1,120.555
3.0,30.1,120.575
9.0,30.1,120.595
7.0,30.1,120.615
2.0,30.1,120.775
2.0,30.1,120.815
14.0,30.1,120.835
9.0,30.1,120.855
4.0,30.1,120.895
3.0,30.1,120.915
2.0,30.1,120.955
2.0,30.1,121.035
3.0,30.1,121.055
4.0,30.1,121.075
2.0,30.1,121.095
8.0,30.1,121.155
2.0,30.1,121.195
2.0,30.1,121.415
2.0,30.1,121.435
7.0,30.1,121.455
8.0,30.1,121.475
13.0,30.1,121.495
9.0,30.1,121.515
3.0,30.1,122.095
3.0,30.1,122.135
3.0,30.1,122.155
2.0,30.12,118.435
2.0,30.12,118.455
4.0,30.12,119.035
2.0,30.12,119.235
4.0,30.12,119.955
4.0,30.12,119.975
2.0,30.12,120.075
4.0,30.12,120.095
6.0,30.12,120.115
5.0,30.12,120.135
4.0,30.12,120.155
9.0,30.12,120.175
5.0,30.12,120.195
3.0,30.12,120.255
8.0,30.12,120.275
6.0,30.12,120.295
3.0,30.12,120.315
5.0,30.12,120.335
5.0,30.12,120.355
17.0,30.12,120.395
16.0,30.12,120.415
5.0,30.12,120.475
9.0,30.12,120.495
2.0,30.12,120.515
10.0,30.12,120.535
8.0,30.12,120.555
11.0,30.12,120.755
11.0,30.12,120.775
2.0,30.12,120.835
3.0,30.12,120.875
9.0,30.12,120.895
3.0,30.12,120.915
3.0,30.12,120.955
4.0,30.12,120.975
3.0,30.12,121.055
3.0,30.12,121.075
2.0,30.12,121.135
2.0,30.12,121.155
2.0,30.12,121.175
2.0,30.12,121.195
2.0,30.12,121.215
10.0,30.12,121.235
9.0,30.12,121.255
2.0,30.12,121.375
4.0,30.12,121.395
2.0,30.12,121.415
6.0,30.12,121.435
10.0,30.12,121.455
9.0,30.12,121.475
3.0,30.12,122.075
4.0,30.12,122.095
2.0,30.12,122.115
2.0,30.12,122.135
2.0,30.12,122.155
2.0,30.14,118.515
2.0,30.14,118.535
2.0,30.14,118.655
3.0,30.14,119.035
4.0,30.14,119.955
4.0,30.14,119.975
2.0,30.14,119.995
2.0,30.14,120.055
7.0,30.14,120.075
6.0,30.14,120.095
3.0,30.14,120.155
8.0,30.14,120.175
2.0,30.14,120.235
11.0,30.14,120.255
26.0,30.14,120.275
12.0,30.14,120.295
6.0,30.14,120.315
2.0,30.14,120.335
3.0,30.14,120.355
3.0,30.14,120.375
13.0,30.14,120.395
13.0,30.14,120.415
2.0,30.14,120.435
7.0,30.14,120.475
11.0,30.14,120.495
5.0,30.14,120.515
3.0,30.14,120.535
2.0,30.14,120.555
6.0,30.14,120.575
6.0,30.14,120.595
4.0,30.14,120.615
4.0,30.14,120.635
10.0,30.14,120.875
11.0,30.14,120.895
3.0,30.14,120.955
8.0,30.14,120.975
7.0,30.14,120.995
4.0,30.14,121.015
2.0,30.14,121.055
3.0,30.14,121.075
2.0,30.14,121.115
2.0,30.14,121.135
11.0,30.14,121.235
13.0,30.14,121.255
2.0,30.14,121.275
2.0,30.14,121.375
2.0,30.14,121.395
9.0,30.14,121.415
12.0,30.14,121.435
3.0,30.14,121.455
3.0,30.14,121.495
3.0,30.14,121.515
2.0,30.16,118.535
2.0,30.16,118.635
2.0,30.16,118.655
3.0,30.16,119.115
3.0,30.16,119.135
9.0,30.16,119.215
9.0,30.16,119.235
2.0,30.16,119.775
12.0,30.16,120.075
11.0,30.16,120.095
9.0,30.16,120.135
12.0,30.16,120.155
4.0,30.16,120.175
9.0,30.16,120.195
3.0,30.16,120.215
5.0,30.16,120.235
31.0,30.16,120.255
68.0,30.16,120.275
38.0,30.16,120.295
7.0,30.16,120.315
3.0,30.16,120.335
3.0,30.16,120.355
5.0,30.16,120.375
8.0,30.16,120.395
6.0,30.16,120.415
2.0,30.16,120.435
8.0,30.16,120.455
2.0,30.16,120.475
3.0,30.16,120.495
7.0,30.16,120.515
9.0,30.16,120.535
2.0,30.16,120.555
3.0,30.16,120.615
4.0,30.16,120.635
5.0,30.16,120.895
2.0,30.16,120.955
7.0,30.16,120.975
10.0,30.16,120.995
4.0,30.16,121.015
12.0,30.16,121.035
9.0,30.16,121.055
7.0,30.16,121.075
7.0,30.16,121.095
7.0,30.16,121.115
19.0,30.16,121.135
9.0,30.16,121.155
2.0,30.16,121.175
4.0,30.16,121.195
2.0,30.16,121.215
42.0,30.16,121.235
77.0,30.16,121.255
36.0,30.16,121.275
11.0,30.16,121.295
11.0,30.16,121.315
2.0,30.16,121.335
9.0,30.16,121.355
9.0,30.16,121.375
22.0,30.16,121.395
25.0,30.16,121.415
8.0,30.16,121.435
5.0,30.18,119.215
2.0,30.18,119.235
2.0,30.18,119.295
2.0,30.18,119.315
9.0,30.18,119.395
9.0,30.18,119.415
2.0,30.18,119.635
2.0,30.18,119.655
3.0,30.18,119.775
3.0,30.18,119.795
3.0,30.18,120.075
3.0,30.18,120.095
2.0,30.18,120.115
9.0,30.18,120.135
19.0,30.18,120.155
14.0,30.18,120.175
18.0,30.18,120.195
19.0,30.18,120.215
28.0,30.18,120.235
53.0,30.18,120.255
53.0,30.18,120.275
18.0,30.18,120.295
6.0,30.18,120.315
5.0,30.18,120.335
4.0,30.18,120.355
4.0,30.18,120.375
5.0,30.18,120.395
6.0,30.18,120.415
4.0,30.18,120.435
20.0,30.18,120.455
18.0,30.18,120.475
2.0,30.18,120.495
7.0,30.18,120.515
6.0,30.18,120.535
2.0,30.18,120.555
4.0,30.18,120.575
5.0,30.18,120.595
3.0,30.18,120.975
4.0,30.18,120.995
3.0,30.18,121.015
2.0,30.18,121.035
2.0,30.18,121.055
4.0,30.18,121.075
7.0,30.18,121.095
15.0,30.18,121.115
21.0,30.18,121.135
7.0,30.18,121.155
6.0,30.18,121.175
10.0,30.18,121.195
14.0,30.18,121.215
49.0,30.18,121.235
79.0,30.18,121.255
38.0,30.18,121.275
14.0,30.18,121.295
15.0,30.18,121.315
12.0,30.18,121.335
5.0,30.18,121.355
3.0,30.18,121.375
15.0,30.18,121.395
22.0,30.18,121.415
2.0,30.18,121.435
3.0,30.2,119.395
2.0,30.2,119.495
2.0,30.2,119.515
2.0,30.2,119.595
2.0,30.2,119.655
2.0,30.2,119.695
2.0,30.2,119.775
2.0,30.2,119.795
2.0,30.2,120.135
21.0,30.2,120.155
23.0,30.2,120.175
31.0,30.2,120.195
47.0,30.2,120.215
21.0,30.2,120.235
34.0,30.2,120.255
38.0,30.2,120.275
19.0,30.2,120.295
9.0,30.2,120.315
4.0,30.2,120.335
6.0,30.2,120.355
2.0,30.2,120.375
2.0,30.2,120.395
6.0,30.2,120.415
2.0,30.2,120.435
9.0,30.2,120.455
3.0,30.2,120.475
2.0,30.2,120.495
5.0,30.2,120.515
3.0,30.2,120.535
4.0,30.2,120.575
3.0,30.2,120.595
2.0,30.2,121.035
3.0,30.2,121.075
6.0,30.2,121.135
3.0,30.2,121.155
14.0,30.2,121.175
13.0,30.2,121.195
6.0,30.2,121.215
7.0,30.2,121.235
8.0,30.2,121.255
9.0,30.2,121.275
5.0,30.2,121.295
4.0,30.2,121.375
6.0,30.2,121.395
2.0,30.2,121.415
2.0,30.22,118.955
2.0,30.22,119.595
2.0,30.22,119.675
23.0,30.22,119.695
51.0,30.22,119.715
22.0,30.22,119.735
7.0,30.22,119.975
7.0,30.22,119.995
2.0,30.22,120.015
2.0,30.22,120.035
13.0,30.22,120.155
37.0,30.22,120.175
52.0,30.22,120.195
33.0,30.22,120.215
7.0,30.22,120.235
20.0,30.22,120.255
28.0,30.22,120.275
12.0,30.22,120.295
3.0,30.22,120.315
2.0,30.22,120.335
2.0,30.22,120.355
3.0,30.22,120.375
3.0,30.22,120.395
5.0,30.22,120.455
5.0,30.22,120.475
7.0,30.22,120.535
6.0,30.22,120.555
3.0,30.22,121.055
5.0,30.22,121.075
2.0,30.22,121.095
8.0,30.22,121.175
8.0,30.22,121.195
5.0,30.22,121.215
8.0,30.22,121.235
12.0,30.22,121.255
13.0,30.22,121.275
12.0,30.22,121.315
12.0,30.22,121.335
6.0,30.22,121.375
7.0,30.22,121.395
2.0,30.24,118.795
2.0,30.24,118.815
2.0,30.24,118.835
2.0,30.24,118.895
4.0,30.24,118.915
3.0,30.24,118.935
12.0,30.24,119.695
45.0,30.24,119.715
21.0,30.24,119.735
7.0,30.24,119.815
7.0,30.24,119.835
2.0,30.24,119.915
2.0,30.24,119.955
2.0,30.24,119.975
2.0,30.24,119.995
6.0,30.24,120.015
13.0,30.24,120.035
11.0,30.24,120.055
4.0,30.24,120.075
2.0,30.24,120.115
41.0,30.24,120.155
118.0,30.24,120.175
104.0,30.24,120.195
52.0,30.24,120.215
7.0,30.24,120.235
3.0,30.24,120.255
3.0,30.24,120.275
4.0,30.24,120.295
2.0,30.24,120.315
2.0,30.24,120.375
2.0,30.24,120.395
3.0,30.24,120.415
3.0,30.24,120.455
6.0,30.24,120.475
4.0,30.24,120.495
3.0,30.24,120.515
7.0,30.24,120.535
8.0,30.24,120.555
2.0,30.24,120.575
2.0,30.24,121.075
3.0,30.24,121.115
5.0,30.24,121.135
3.0,30.24,121.175
3.0,30.24,121.195
3.0,30.24,121.255
16.0,30.24,121.315
14.0,30.24,121.335
12.0,30.24,121.355
11.0,30.24,121.375
24.0,30.24,122.195
26.0,30.24,122.215
2.0,30.24,122.235
3.0,30.24,122.295
3.0,30.24,122.315
2.0,30.26,118.735
2.0,30.26,118.755
3.0,30.26,118.915
3.0,30.26,118.935
3.0,30.26,118.955
2.0,30.26,119.595
2.0,30.26,119.615
2.0,30.26,119.715
2.0,30.26,119.735
8.0,30.26,119.815
3.0,30.26,119.835
21.0,30.26,119.935
20.0,30.26,119.955
2.0,30.26,119.995
5.0,30.26,120.015
7.0,30.26,120.035
5.0,30.26,120.055
2.0,30.26,120.075
17.0,30.26,120.095
46.0,30.26,120.115
60.0,30.26,120.135
148.0,30.26,120.155
197.0,30.26,120.175
139.0,30.26,120.195
80.0,30.26,120.215
13.0,30.26,120.235
3.0,30.26,120.395
3.0,30.26,120.415
7.0,30.26,120.435
8.0,30.26,120.455
14.0,30.26,120.475
21.0,30.26,120.495
3.0,30.26,120.515
2.0,30.26,121.075
2.0,30.26,121.095
2.0,30.26,121.115
4.0,30.26,121.135
3.0,30.26,121.175
6.0,30.26,121.195
10.0,30.26,121.215
7.0,30.26,121.235
4.0,30.26,121.255
5.0,30.26,121.275
2.0,30.26,121.335
8.0,30.26,121.355
7.0,30.26,121.375
2.0,30.26,122.155
2.0,30.26,122.175
11.0,30.26,122.195
10.0,30.26,122.215
3.0,30.26,122.235
3.0,30.26,122.295
3.0,30.26,122.315
18.0,30.28,118.535
16.0,30.28,118.555
2.0,30.28,118.895
2.0,30.28,118.915
2.0,30.28,118.935
3.0,30.28,118.955
2.0,30.28,119.015
2.0,30.28,119.595
2.0,30.28,119.615
2.0,30.28,119.635
15.0,30.28,119.935
14.0,30.28,119.955
6.0,30.28,119.975
8.0,30.28,119.995
11.0,30.28,120.015
12.0,30.28,120.035
9.0,30.28,120.055
12.0,30.28,120.075
59.0,30.28,120.095
109.0,30.28,120.115
169.0,30.28,120.135
160.0,30.28,120.155
118.0,30.28,120.175
74.0,30.28,120.195
37.0,30.28,120.215
9.0,30.28,120.235
2.0,30.28,120.255
4.0,30.28,120.455
8.0,30.28,120.475
14.0,30.28,120.495
2.0,30.28,120.515
5.0,30.28,120.535
4.0,30.28,120.555
6.0,30.28,121.215
4.0,30.28,121.235
7.0,30.28,121.255
6.0,30.28,121.275
3.0,30.28,121.295
7.0,30.28,121.315
2.0,30.28,122.155
2.0,30.28,122.195
3.0,30.28,122.215
17.0,30.3,118.535
17.0,30.3,118.555
2.0,30.3,118.895
2.0,30.3,118.915
4.0,30.3,119.615
4.0,30.3,119.635
2.0,30.3,119.715
2.0,30.3,119.735
2.0,30.3,119.915
3.0,30.3,119.995
4.0,30.3,120.015
3.0,30.3,120.035
10.0,30.3,120.055
14.0,30.3,120.075
