bank,lat,lng
6.0,22.805,113.177
5.0,22.805,113.217
8.0,22.805,113.237
11.0,22.805,113.257
17.0,22.805,113.277
15.0,22.805,113.297
15.0,22.805,113.397
13.0,22.805,113.417
8.0,22.805,113.517
29.0,22.805,113.537
12.0,22.805,113.557
12.0,22.805,113.657
53.0,22.805,113.677
24.0,22.805,113.697
13.0,22.805,113.717
11.0,22.805,113.737
11.0,22.805,113.757
10.0,22.805,113.777
51.0,22.805,113.797
41.0,22.805,113.817
5.0,22.805,113.837
6.0,22.805,113.877
6.0,22.805,114.057
26.0,22.805,114.077
29.0,22.805,114.097
6.0,22.805,114.117
6.0,22.805,114.43700000000001
16.0,22.805,114.45700000000001
16.0,22.805,114.477
11.0,22.805,114.917
12.0,22.805,114.93700000000001
7.0,22.805,115.81700000000001
8.0,22.805,115.837
5.0,22.825,112.79700000000001
12.0,22.825,112.99700000000001
16.0,22.825,113.01700000000001
24.0,22.825,113.23700000000001
63.0,22.825,113.257
41.0,22.825,113.277
6.0,22.825,113.337
9.0,22.825,113.49700000000001
8.0,22.825,113.51700000000001
5.0,22.825,113.637
24.0,22.825,113.65700000000001
65.0,22.825,113.677
40.0,22.825,113.697
17.0,22.825,113.71700000000001
31.0,22.825,113.79700000000001
27.0,22.825,113.81700000000001
5.0,22.825,113.977
20.0,22.825,114.07700000000001
21.0,22.825,114.09700000000001
7.0,22.825,114.117
22.0,22.825,114.157
20.0,22.825,114.177
5.0,22.825,114.417
6.0,22.825,114.437
6.0,22.825,114.797
6.0,22.825,114.817
6.0,22.825,115.837
12.0,22.845,110.537
30.0,22.845,110.557
16.0,22.845,112.997
18.0,22.845,113.017
9.0,22.845,113.037
9.0,22.845,113.057
13.0,22.845,113.117
21.0,22.845,113.137
38.0,22.845,113.237
85.0,22.845,113.257
44.0,22.845,113.277
6.0,22.845,113.337
5.0,22.845,113.457
6.0,22.845,113.657
21.0,22.845,113.677
17.0,22.845,113.697
12.0,22.845,113.717
5.0,22.845,113.977
5.0,22.845,114.097
20.0,22.845,114.15700000000001
11.0,22.845,114.177
6.0,22.845,114.81700000000001
25.0,22.865,110.537
27.0,22.865,110.557
5.0,22.865,112.697
12.0,22.865,113.037
15.0,22.865,113.057
14.0,22.865,113.07700000000001
9.0,22.865,113.09700000000001
15.0,22.865,113.117
25.0,22.865,113.137
8.0,22.865,113.15700000000001
11.0,22.865,113.197
21.0,22.865,113.21700000000001
12.0,22.865,113.23700000000001
18.0,22.865,113.257
6.0,22.865,113.277
5.0,22.865,113.45700000000001
5.0,22.865,113.65700000000001
8.0,22.865,113.677
5.0,22.865,113.697
7.0,22.865,114.317
7.0,22.865,114.337
5.0,22.865,116.057
8.0,22.865,116.077
8.0,22.885,112.837
27.0,22.885,112.857
47.0,22.885,112.877
22.0,22.885,112.897
6.0,22.885,113.037
15.0,22.885,113.057
20.0,22.885,113.077
6.0,22.885,113.137
6.0,22.885,113.157
14.0,22.885,113.197
23.0,22.885,113.217
6.0,22.885,113.237
5.0,22.885,113.337
8.0,22.885,113.457
5.0,22.885,113.477
12.0,22.885,113.657
6.0,22.885,113.677
8.0,22.885,113.837
7.0,22.885,115.21700000000001
7.0,22.885,116.07700000000001
8.0,22.905,110.977
36.0,22.905,110.997
5.0,22.905,111.017
8.0,22.905,112.037
19.0,22.905,112.85700000000001
45.0,22.905,112.87700000000001
18.0,22.905,112.897
9.0,22.905,113.01700000000001
8.0,22.905,113.037
14.0,22.905,113.07700000000001
7.0,22.905,113.197
10.0,22.905,113.21700000000001
13.0,22.905,113.337
18.0,22.905,113.35700000000001
5.0,22.905,113.37700000000001
13.0,22.905,113.617
10.0,22.905,113.637
19.0,22.905,113.65700000000001
7.0,22.905,113.677
7.0,22.905,113.81700000000001
22.0,22.905,113.837
14.0,22.905,113.85700000000001
14.0,22.905,113.99700000000001
26.0,22.905,114.01700000000001
17.0,22.905,114.057
28.0,22.905,114.07700000000001
6.0,22.905,114.09700000000001
7.0,22.905,115.217
9.0,22.925,110.977
38.0,22.925,110.99700000000001
15.0,22.925,111.01700000000001
5.0,22.925,111.71700000000001
8.0,22.925,111.73700000000001
6.0,22.925,112.01700000000001
42.0,22.925,112.037
27.0,22.925,112.057
11.0,22.925,112.977
9.0,22.925,113.017
6.0,22.925,113.037
19.0,22.925,113.077
5.0,22.925,113.097
5.0,22.925,113.117
24.0,22.925,113.197
33.0,22.925,113.217
5.0,22.925,113.237
5.0,22.925,113.257
5.0,22.925,113.337
58.0,22.925,113.357
54.0,22.925,113.377
25.0,22.925,113.397
6.0,22.925,113.417
12.0,22.925,113.617
9.0,22.925,113.637
34.0,22.925,113.657
34.0,22.925,113.677
5.0,22.925,113.797
5.0,22.925,113.857
10.0,22.925,113.877
10.0,22.925,113.897
24.0,22.925,113.917
27.0,22.925,113.937
6.0,22.925,113.957
13.0,22.925,113.997
23.0,22.925,114.017
12.0,22.925,114.077
13.0,22.925,114.097
31.0,22.945,112.037
24.0,22.945,112.057
8.0,22.945,112.117
5.0,22.945,112.137
5.0,22.945,112.417
10.0,22.945,112.95700000000001
29.0,22.945,112.977
23.0,22.945,112.99700000000001
7.0,22.945,113.01700000000001
9.0,22.945,113.037
26.0,22.945,113.07700000000001
47.0,22.945,113.09700000000001
24.0,22.945,113.117
9.0,22.945,113.137
10.0,22.945,113.21700000000001
22.0,22.945,113.23700000000001
11.0,22.945,113.257
12.0,22.945,113.277
13.0,22.945,113.337
