lat,lng,bank,house
22.298000000000002,113.057,9,
22.298000000000002,113.07700000000001,9,
22.298000000000002,113.15700000000001,7,
22.298000000000002,113.35700000000001,8,
22.298000000000002,113.37700000000001,9,
22.298000000000002,113.43700000000001,15,
22.298000000000002,113.45700000000001,19,
22.298000000000002,113.477,13,
22.298000000000002,113.49700000000001,16,
22.298000000000002,113.51700000000001,16,
22.298000000000002,113.537,18,
22.298000000000002,113.557,40,
22.298000000000002,113.57700000000001,94,
22.298000000000002,113.59700000000001,31,
22.298000000000002,114.177,6,
22.318,111.87700000000001,5,
22.318,111.897,5,
22.318,112.43700000000001,12,
22.318,112.45700000000001,12,
22.318,112.59700000000001,6,
22.318,113.057,7,
22.318,113.15700000000001,7,
22.318,113.35700000000001,15,
22.318,113.37700000000001,17,
22.318,113.45700000000001,9,
22.318,113.477,12,
22.318,113.49700000000001,10,
22.318,113.51700000000001,5,
22.318,113.537,5,
22.318,113.57700000000001,5,
22.338,110.677,6,
22.338,110.697,6,
22.338,110.93700000000001,10,
22.338,110.95700000000001,12,
22.338,112.43700000000001,6,
22.338,112.57700000000001,6,
22.338,112.59700000000001,8,
22.338,112.79700000000001,10,
22.338,112.81700000000001,11,
22.338,113.35700000000001,10,
22.338,113.37700000000001,9,
22.338,113.417,10,
22.338,113.43700000000001,8,
22.338,113.45700000000001,11,
22.338,113.477,14,
22.338,113.59700000000001,6,
22.358,110.93700000000001,61,
22.358,110.95700000000001,65,
22.358,110.977,6,
22.358,111.09700000000001,6,
22.358,112.677,22,
22.358,112.697,59,
22.358,112.71700000000001,30,
22.358,112.79700000000001,6,
22.358,113.117,11,
22.358,113.137,8,
22.358,113.37700000000001,11,
22.358,113.397,11,
22.358,113.417,24,
22.358,113.43700000000001,53,
22.358,113.45700000000001,43,
22.358,113.477,17,
22.358,113.49700000000001,11,
22.358,113.537,5,
22.358,113.557,6,
22.358,113.57700000000001,6,
22.358,113.59700000000001,26,
22.358,113.617,18,
22.378,110.93700000000001,7,
22.378,110.95700000000001,8,
22.378,111.09700000000001,6,
22.378,112.45700000000001,8,
22.378,112.677,50,
22.378,112.697,128,
22.378,112.71700000000001,61,
22.378,112.79700000000001,9,
22.378,112.81700000000001,9,
22.378,113.337,8,
22.378,113.35700000000001,10,
22.378,113.43700000000001,36,
22.378,113.45700000000001,35,
22.378,113.477,5,
22.378,113.537,19,
22.378,113.557,26,
22.378,113.57700000000001,6,
22.378,113.59700000000001,22,
22.378,113.617,5,
22.398000000000003,110.757,5,
22.398000000000003,112.43700000000001,8,
22.398000000000003,112.45700000000001,8,
22.398000000000003,112.697,34,
22.398000000000003,112.71700000000001,20,
22.398000000000003,112.81700000000001,6,
22.398000000000003,112.977,6,
22.398000000000003,112.99700000000001,6,
22.398000000000003,113.337,18,
22.398000000000003,113.35700000000001,22,
22.398000000000003,113.537,19,
22.398000000000003,113.557,23,
22.418000000000003,113.117,6,
22.418000000000003,113.31700000000001,10,
22.418000000000003,113.337,14,
22.438000000000002,111.93700000000001,8,
22.438000000000002,111.95700000000001,12,
22.438000000000002,112.777,23,
22.438000000000002,112.79700000000001,8,
22.438000000000002,112.99700000000001,12,
22.438000000000002,113.01700000000001,12,
22.438000000000002,113.09700000000001,6,
22.438000000000002,113.117,6,
22.438000000000002,113.31700000000001,9,
22.438000000000002,113.337,9,
22.438000000000002,113.37700000000001,5,
22.458000000000002,110.537,5,
22.458000000000002,110.79700000000001,5,
22.458000000000002,111.93700000000001,8,
22.458000000000002,111.95700000000001,8,
22.458000000000002,112.757,11,
22.458000000000002,112.777,35,
22.458000000000002,112.79700000000001,10,
22.458000000000002,112.917,9,
22.458000000000002,112.93700000000001,11,
22.458000000000002,112.977,7,
22.458000000000002,112.99700000000001,8,
22.458000000000002,113.037,7,
22.458000000000002,113.057,5,
22.458000000000002,113.15700000000001,6,
22.458000000000002,113.177,6,
22.458000000000002,113.277,9,
22.458000000000002,113.29700000000001,27,
22.458000000000002,113.31700000000001,20,
22.458000000000002,113.35700000000001,5,
22.458000000000002,113.37700000000001,6,
22.458000000000002,113.397,5,
22.458000000000002,113.417,6,
22.478,110.537,5,
22.478,110.79700000000001,5,
22.478,111.057,8,
22.478,111.07700000000001,7,
22.478,112.49700000000001,6,
22.478,112.51700000000001,6,
22.478,112.557,7,
22.478,112.57700000000001,7,
22.478,112.73700000000001,9,
22.478,112.757,9,
22.478,112.777,7,
22.478,112.837,6,
22.478,112.93700000000001,9,
22.478,112.977,7,
22.478,112.99700000000001,5,
22.478,113.037,13,
22.478,113.057,9,
22.478,113.21700000000001,7,
22.478,113.257,5,
22.478,113.277,22,
22.478,113.29700000000001,39,
22.478,113.31700000000001,32,
22.478,113.337,10,
22.478,113.35700000000001,28,
22.478,113.37700000000001,7,
22.478,113.417,9,
22.478,113.537,7,
22.478,113.557,8,
22.478,113.897,7,
22.478,113.917,21,
22.478,113.93700000000001,27,
22.498,111.057,7,
22.498,112.73700000000001,5,
22.498,112.85700000000001,17,
22.498,112.87700000000001,13,
22.498,113.037,12,
22.498,113.057,21,
22.498,113.21700000000001,8,
22.498,113.277,6,
22.498,113.29700000000001,18,
22.498,113.31700000000001,30,
22.498,113.337,22,
22.498,113.35700000000001,32,
22.498,113.37700000000001,39,
22.498,113.397,22,
22.498,113.417,45,
22.498,113.43700000000001,20,
22.498,113.45700000000001,11,
22.498,113.477,12,
22.498,113.51700000000001,5,
22.498,113.537,26,
22.498,113.557,20,
22.498,113.897,13,
22.498,113.917,78,
22.498,113.93700000000001,146,
22.498,113.95700000000001,43,
22.518,112.777,8,
22.518,112.79700000000001,8,
22.518,112.93700000000001,9,
22.518,112.95700000000001,13,
22.518,112.977,7,
22.518,112.99700000000001,5,
22.518,113.01700000000001,15,
22.518,113.037,116,
22.518,113.057,158,
22.518,113.07700000000001,12,
22.518,113.09700000000001,5,
22.518,113.29700000000001,22,
22.518,113.31700000000001,51,
22.518,113.337,65,
22.518,113.35700000000001,89,
22.518,113.37700000000001,128,
22.518,113.397,153,
22.518,113.417,108,
22.518,113.43700000000001,31,
22.518,113.45700000000001,15,
22.518,113.477,14,
22.518,113.49700000000001,7,
22.518,113.51700000000001,14,
22.518,113.537,19,
22.518,113.897,22,
22.518,113.917,153,
22.518,113.93700000000001,273,
22.518,113.95700000000001,118,
22.518,113.99700000000001,5,
22.518,114.037,82,
22.518,114.057,156,
22.538,111.45700000000001,7,
22.538,112.45700000000001,5,
22.538,112.477,5,
22.538,112.79700000000001,8,
22.538,112.93700000000001,9,
22.538,113.037,91,
22.538,113.057,116,
22.538,113.07700000000001,27,
22.538,113.09700000000001,14,
22.538,113.23700000000001,5,
22.538,113.257,16,
22.538,113.277,14,
22.538,113.29700000000001,9,
22.538,113.31700000000001,24,
22.538,113.337,31,
22.538,113.35700000000001,53,
22.538,113.37700000000001,113,
22.538,113.397,136,
22.538,113.417,50,
22.538,113.43700000000001,15,
22.538,113.45700000000001,36,
22.538,113.477,38,
22.538,113.49700000000001,10,
22.538,113.897,18,
22.538,113.917,133,
22.538,113.93700000000001,278,
22.538,113.95700000000001,179,
22.538,113.977,119,
22.538,113.99700000000001,71,
22.538,114.01700000000001,151,
22.538,114.037,242,
22.538,114.057,337,
22.538,114.07700000000001,340,
22.538,114.09700000000001,234,
22.538,114.49700000000001,8,
22.538,114.51700000000001,8,
22.558000000000003,111.43700000000001,7,
22.558000000000003,111.45700000000001,7,
22.558000000000003,111.99700000000001,5,
22.558000000000003,112.01700000000001,6,
22.558000000000003,113.057,9,
22.558000000000003,113.07700000000001,22,
22.558000000000003,113.09700000000001,20,
22.558000000000003,113.117,16,
22.558000000000003,113.137,14,
22.558000000000003,113.23700000000001,17,
22.558000000000003,113.257,19,
22.558000000000003,113.277,9,
22.558000000000003,113.337,17,
22.558000000000003,113.35700000000001,24,
22.558000000000003,113.37700000000001,22,
22.558000000000003,113.397,51,
22.558000000000003,113.417,9,
22.558000000000003,113.43700000000001,14,
22.558000000000003,113.45700000000001,49,
22.558000000000003,113.477,60,
22.558000000000003,113.49700000000001,43,
22.558000000000003,113.51700000000001,11,
22.558000000000003,113.537,6,
22.558000000000003,113.85700000000001,7,
22.558000000000003,113.87700000000001,89,
22.558000000000003,113.897,136,
22.558000000000003,113.917,119,
22.558000000000003,113.93700000000001,86,
22.558000000000003,113.95700000000001,129,
22.558000000000003,113.977,87,
22.558000000000003,113.99700000000001,55,
22.558000000000003,114.01700000000001,60,
22.558000000000003,114.037,179,
22.558000000000003,114.057,219,
22.558000000000003,114.07700000000001,194,
22.558000000000003,114.09700000000001,316,
22.558000000000003,114.117,376,
22.558000000000003,114.137,256,
22.558000000000003,114.15700000000001,65,
22.558000000000003,114.197,6,
22.558000000000003,114.23700000000001,53,
22.558000000000003,114.257,32,
22.558000000000003,114.49700000000001,11,
22.578000000000003,112.01700000000001,6,
22.578000000000003,112.87700000000001,8,
22.578000000000003,112.897,10,
22.578000000000003,113.07700000000001,65,
22.578000000000003,113.09700000000001,120,
22.578000000000003,113.117,47,
22.578000000000003,113.137,21,
22.578000000000003,113.15700000000001,8,
22.578000000000003,113.21700000000001,20,
22.578000000000003,113.23700000000001,30,
22.578000000000003,113.257,9,
22.578000000000003,113.277,11,
22.578000000000003,113.29700000000001,10,
22.578000000000003,113.31700000000001,11,
22.578000000000003,113.337,30,
22.578000000000003,113.35700000000001,20,
22.578000000000003,113.37700000000001,20,
22.578000000000003,113.397,29,
22.578000000000003,113.43700000000001,11,
22.578000000000003,113.45700000000001,18,
22.578000000000003,113.477,29,
22.578000000000003,113.49700000000001,30,
22.578000000000003,113.51700000000001,8,
22.578000000000003,113.537,5,
22.578000000000003,113.85700000000001,88,
22.578000000000003,113.87700000000001,163,
22.578000000000003,113.897,187,
22.578000000000003,113.917,136,
22.578000000000003,113.93700000000001,33,
22.578000000000003,113.95700000000001,81,
22.578000000000003,113.977,66,
22.578000000000003,113.99700000000001,21,
22.578000000000003,114.037,34,
22.578000000000003,114.057,73,
22.578000000000003,114.07700000000001,50,
22.578000000000003,114.09700000000001,63,
22.578000000000003,114.117,162,
22.578000000000003,114.137,149,
22.578000000000003,114.15700000000001,49,
22.578000000000003,114.177,31,
22.578000000000003,114.23700000000001,22,
22.578000000000003,114.257,14,
22.578000000000003,114.277,10,
22.578000000000003,114.49700000000001,7,
22.578000000000003,114.897,5,
22.578000000000003,114.917,5,
22.598000000000003,112.87700000000001,8,
22.598000000000003,112.897,10,
22.598000000000003,113.01700000000001,14,
22.598000000000003,113.037,9,
22.598000000000003,113.057,27,
22.598000000000003,113.07700000000001,99,
22.598000000000003,113.09700000000001,190,
22.598000000000003,113.117,78,
22.598000000000003,113.137,19,
22.598000000000003,113.15700000000001,18,
22.598000000000003,113.197,21,
22.598000000000003,113.21700000000001,20,
22.598000000000003,113.23700000000001,28,
22.598000000000003,113.257,17,
22.598000000000003,113.277,15,
22.598000000000003,113.29700000000001,10,
22.598000000000003,113.31700000000001,15,
22.598000000000003,113.337,17,
22.598000000000003,113.35700000000001,7,
22.598000000000003,113.37700000000001,16,
22.598000000000003,113.397,28,
22.598000000000003,113.837,23,
22.598000000000003,113.85700000000001,69,
22.598000000000003,113.87700000000001,101,
22.598000000000003,113.897,76,
22.598000000000003,113.917,38,
22.598000000000003,113.93700000000001,18,
22.598000000000003,113.95700000000001,54,
22.598000000000003,113.977,28,
22.598000000000003,113.99700000000001,10,
22.598000000000003,114.037,23,
22.598000000000003,114.057,31,
22.598000000000003,114.07700000000001,12,
22.598000000000003,114.09700000000001,5,
22.598000000000003,114.117,109,
22.598000000000003,114.137,140,
22.598000000000003,114.15700000000001,48,
22.598000000000003,114.177,13,
22.598000000000003,114.197,8,
22.598000000000003,114.23700000000001,7,
22.598000000000003,114.257,23,
22.598000000000003,114.277,22,
22.598000000000003,114.29700000000001,11,
22.598000000000003,114.31700000000001,15,
22.598000000000003,114.337,6,
22.598000000000003,114.477,14,
22.598000000000003,114.49700000000001,17,
22.618000000000002,112.637,5,
22.618000000000002,112.65700000000001,5,
22.618000000000002,112.837,5,
22.618000000000002,112.977,5,
22.618000000000002,113.01700000000001,14,
22.618000000000002,113.037,14,
22.618000000000002,113.057,20,
22.618000000000002,113.07700000000001,94,
22.618000000000002,113.09700000000001,131,
22.618000000000002,113.117,42,
22.618000000000002,113.137,15,
22.618000000000002,113.15700000000001,9,
22.618000000000002,113.177,36,
22.618000000000002,113.197,84,
22.618000000000002,113.21700000000001,43,
22.618000000000002,113.23700000000001,15,
22.618000000000002,113.257,30,
22.618000000000002,113.277,21,
22.618000000000002,113.29700000000001,30,
22.618000000000002,113.31700000000001,14,
22.618000000000002,113.397,5,
22.618000000000002,113.477,13,
22.618000000000002,113.49700000000001,22,
22.618000000000002,113.837,19,
22.618000000000002,113.85700000000001,79,
22.618000000000002,113.87700000000001,45,
22.618000000000002,113.897,8,
22.618000000000002,113.93700000000001,6,
22.618000000000002,113.95700000000001,5,
22.618000000000002,113.977,12,
22.618000000000002,113.99700000000001,9,
22.618000000000002,114.01700000000001,5,
22.618000000000002,114.037,100,
22.618000000000002,114.057,84,
22.618000000000002,114.07700000000001,36,
22.618000000000002,114.09700000000001,15,
22.618000000000002,114.117,109,
22.618000000000002,114.137,141,
22.618000000000002,114.15700000000001,94,
22.618000000000002,114.177,32,
22.618000000000002,114.197,7,
22.618000000000002,114.21700000000001,10,
22.618000000000002,114.23700000000001,11,
22.618000000000002,114.31700000000001,14,
22.618000000000002,114.417,6,
22.618000000000002,114.477,5,
22.618000000000002,114.87700000000001,10,
22.618000000000002,114.897,10,
22.638,110.59700000000001,7,
22.638,112.81700000000001,6,
22.638,112.837,6,
22.638,113.057,12,
22.638,113.07700000000001,14,
22.638,113.09700000000001,25,
22.638,113.117,24,
22.638,113.137,38,
22.638,113.15700000000001,18,
22.638,113.177,16,
22.638,113.197,32,
22.638,113.21700000000001,21,
22.638,113.23700000000001,12,
22.638,113.257,27,
22.638,113.277,27,
22.638,113.29700000000001,29,
22.638,113.35700000000001,5,
22.638,113.37700000000001,8,
22.638,113.45700000000001,6,
22.638,113.477,12,
22.638,113.49700000000001,17,
22.638,113.51700000000001,6,
22.638,113.617,11,
22.638,113.677,6,
22.638,113.81700000000001,9,
22.638,113.837,33,
22.638,113.85700000000001,40,
22.638,113.87700000000001,21,
22.638,113.93700000000001,14,
22.638,113.95700000000001,9,
22.638,113.977,9,
22.638,114.01700000000001,51,
22.638,114.037,149,
22.638,114.057,133,
22.638,114.07700000000001,91,
22.638,114.09700000000001,32,
22.638,114.117,43,
22.638,114.137,37,
22.638,114.15700000000001,31,
22.638,114.177,28,
22.638,114.197,69,
22.638,114.21700000000001,72,
22.638,114.23700000000001,32,
22.638,114.257,5,
22.638,114.417,22,
22.638,114.43700000000001,26,
22.638,114.87700000000001,7,
22.658,110.57700000000001,7,
22.658,110.59700000000001,7,
22.658,113.037,8,
22.658,113.07700000000001,5,
22.658,113.09700000000001,7,
22.658,113.137,35,
22.658,113.15700000000001,30,
22.658,113.177,20,
22.658,113.197,24,
22.658,113.21700000000001,23,
22.658,113.23700000000001,47,
22.658,113.257,50,
22.658,113.277,21,
22.658,113.29700000000001,7,
22.658,113.31700000000001,5,
22.658,113.35700000000001,16,
22.658,113.59700000000001,12,
22.658,113.617,10,
22.658,113.677,6,
22.658,113.81700000000001,30,
22.658,113.837,33,
22.658,113.85700000000001,15,
22.658,113.87700000000001,19,
22.658,113.897,7,
22.658,113.917,23,
22.658,113.93700000000001,25,
22.658,113.99700000000001,21,
22.658,114.01700000000001,81,
22.658,114.037,165,
22.658,114.057,133,
22.658,114.07700000000001,83,
22.658,114.09700000000001,33,
22.658,114.117,21,
