lat,lng,name
28.191077,112.98583,长沙市天心区
28.198312,112.981375,长沙市天心区
28.128861,112.999608,长沙市天心区
28.127259,112.974078,湖南省长沙市天心区新韶西路369号(书院南路与新韶西路交汇处东南角)
28.186573,112.990171,长沙市天心区
28.18946,112.978189,长沙市天心区
28.171104,112.988551,长沙市天心区
28.198157,112.981719,长沙市天心区
28.130228,112.998503,湖南省长沙市天心区青园路54号
28.128826,112.98081,长沙市天心区
28.182891,112.984765,长沙市天心区
28.187702,112.987206,长沙市天心区
28.197407,112.982485,长沙市天心区
28.141303,112.978352,长沙市天心区
28.131385,113.0016,长沙市天心区
28.192464,112.979146,长沙市天心区
28.177572,112.98233,长沙市天心区向东南路134号
28.189801,112.986399,长沙市长沙市蔡锷南路11号
28.14553,112.987708,湖南省长沙市天心区
28.144064,112.98786,湖南省长沙市天心区新开铺南二环银杏家园
28.130991,112.992733,长沙市天心区
28.128517,112.981527,湖南省长沙市天心区芙蓉南路新省政府旁
28.194308,112.977611,湖南省长沙市天心区坡子街人民西路半湘街社区北
28.178789,112.990462,长沙市天心区
28.136382,113.002379,长沙市天心区
28.138532,112.991289,长沙市天心区
28.170202,112.99121,长沙市天心区
28.188272,112.984076,长沙市天心区
28.17142,112.991992,湖南省长沙市天心区南湖路与芙蓉路交汇处西南角
28.132386,112.998784,长沙市天心区
28.169495,112.989597,长沙市天心区
28.169802,112.990768,长沙市天心区
28.176522,112.989963,长沙市天心区
28.146294,112.989385,长沙市天心区
28.172676,112.987154,长沙市天心区
28.145904,113.001218,长沙市天心区
28.133095,113.008175,长沙市天心区
28.160552,112.98813,长沙市天心区
28.172144,112.987387,长沙市天心区
28.126506,112.97646,湖南省长沙市天心区新开铺新韶西路鑫远熙山北门
28.177892,112.982918,向东南路向南解放四村363号112号老百姓大药房向北10米
28.131822,112.992107,长沙市天心区
28.172499,112.988167,长沙市天心区
28.140492,112.974519,长沙市天心区
28.179517,112.982144,长沙市天心区
28.145542,112.998279,长沙市天心区
28.161684,112.984998,长沙市天心区
28.172597,112.980049,长沙市天心区
28.147821,112.992369,长沙市天心区
28.166255,112.985905,湖南省长沙市天心区长坡二街湖南邮电职业技术学院东50米
28.158918,112.980241,书院南路东200米
28.187997,112.985149,长沙市天心区
28.352679,112.840977,长沙市望城县
28.284519,112.926854,长沙市望城县
28.251594,112.871907,长沙市望城县
28.13532,112.945263,岳麓区坪塘大道337号
28.140311,112.906225,长沙市岳麓区联丰路与象嘴路交叉口
28.29242,112.923144,长沙市望城县
28.289524,112.927814,长沙市望城县
28.268171,112.889898,岳麓望城区黄金乡香桥村雷锋大道与黄金大道交叉口东南角
28.256,112.873823,湖南省长沙市望城区雷锋大道尖山景区龙湖高尔夫球场对面
28.131742,112.94739,长沙市和顺路283号
28.200744,112.861341,湖南省长沙市望城区雷锋镇长沙绕城高速公路和润园
28.289769,112.932315,长沙市望城县
28.272164,112.886466,望城区雷锋大道839号
28.223942,112.847015,湖南省长沙市望城区雷高路
28.150612,112.895541,长沙市望城县
28.288287,112.937149,长沙市望城县
28.14378,112.9123,长沙市岳麓区联丰路
28.128706,112.95408,湖南省长沙市岳麓区福祥路65号
28.301447,112.912614,长沙市望城县
28.302002,112.931103,望城银杉路与普瑞大道交汇处东南角
28.351528,112.833817,长沙市望城县
28.477778,112.812497,长沙市望城县
28.259073,112.800337,麓延路与黄桥大道交汇处东北角
28.262606,112.894051,长沙市望城县
28.206908,112.856745,长沙市望城县
28.229043,112.846225,湖南省长沙市望城区麓谷金兰工业园1号
28.269945,112.886762,长沙市望城县
28.131491,112.914327,长沙市洋湖大道与含浦中路交叉口西南100米
28.273214,112.833282,长沙市望城县
28.143485,112.911161,长沙市望城县
28.363137,112.836449,长沙市望城县
28.42222,112.940192,102国道附近
28.352731,112.834433,长沙市望城县
28.316345,112.914193,长沙市望城县
28.134176,112.907139,长沙市望城县
28.288507,112.924377,长沙市望城县
28.135096,112.911568,长沙市望城县
28.288019,112.936416,长沙市望城县
28.138971,112.917269,含浦中路西50米
28.302646,112.909275,长沙市望城县
28.132181,112.905295,长沙市望城县
28.28484,112.918976,长沙市望城县
28.376852,112.910411,长沙市望城县
28.300976,112.916261,长沙市望城区普瑞大道278号
28.280459,112.884122,长沙市望城县
28.147863,112.896557,岳麓区南二环与长沙绕城高速交界处东北角（猴子石大桥向西5公里）
28.144916,112.911212,长沙市望城县
28.141789,112.881367,湖南省长沙市岳麓区X078
28.14391,112.900482,长沙市岳麓区象嘴路96号
28.457404,112.822197,长沙市望城县
28.302842,112.914982,湖南省长沙市望城区
28.141423,112.900277,长沙市望城县
28.366652,112.826117,长沙市望城县
28.375343,112.91151,长沙市望城县
28.208185,112.84886,长沙市望城县
28.097372,112.861493,长沙市望城县
28.301781,112.91449,长沙市望城区普瑞大道278号
28.287993,112.937238,长沙市望城县
28.281815,112.931264,长沙市望城县
28.322443,112.852068,长沙市望城县
28.116593,112.940344,湖南省长沙市岳麓区洋湖和园2栋(连山路南)
28.288223,112.925256,湖南省长沙市望城区金甲苑C4栋(金星北路西)
28.358256,112.823784,长沙市望城县
28.120436,112.942466,长沙市望城县
28.121951,112.944049,长沙市岳麓区景园路239号
28.277834,112.95199,长沙市望城县
28.148399,112.920237,长沙市望城县
28.150762,112.912821,长沙市望城县
